No.,Longitude,Latitude,DateTime,Serving RSRP_All Logs,Serving RSRQ_All Logs,Serving RSSI_All Logs,Serving PCC SINR_All Logs,Serving DL EARFCN_All Logs,PCC PHY Throughput DL_All Logs,PDCP Throughput DL_All Logs
521,3.35631443,6.61477238,2017-04-01 12:50:14.500,-90.86,-8.97,-67.58,11.71,1876.0,9611.11,7866.57
522,3.35635427,6.61480582,2017-04-01 12:50:15.500,-86.86,-8.32,-64.12,13.57,1876.0,9142.14,8990.17
523,3.35640577,6.61484614,2017-04-01 12:50:16.500,-89.81,-8.06,-67.74,8.67,1876.0,8875.57,7135.97
524,3.35645785,6.61488794,2017-04-01 12:50:17.500,-87.99,-8.2,-65.71,12.46,1876.0,9155.15,7788.77
525,3.35647667,6.61490333,2017-04-01 12:50:18.500,-87.56,-8.3,-65.26,12.01,1876.0,8216.68,7673.85
526,3.35655197,6.61496007,2017-04-01 12:50:19.500,-86.88,-8.25,-64.55,11.71,1876.0,9512.74,7824.13
527,3.35664011,6.61502774,2017-04-01 12:50:20.500,-89.55,-8.49,-67.03,11.12,1876.0,8766.59,7864.8
528,3.35669517,6.61506946,2017-04-01 12:50:21.500,-88.46,-8.09,-66.29,11.56,1876.0,9566.98,7957.54
529,3.35674959,6.61510986,2017-04-01 12:50:22.500,-89.85,-8.13,-67.67,10.22,1876.0,7835.06,6075.27
530,3.35677,6.615125,2017-04-01 12:50:23.500,-88.66,-7.15,-67.44,12.1,1876.0,7074.91,6518.41
531,3.35682468,6.61516392,2017-04-01 12:50:24.500,-91.26,-7.77,-69.31,9.42,1876.0,7160.01,5689.42
532,3.35688358,6.61520348,2017-04-01 12:50:25.500,-93.16,-8.47,-70.52,8.55,1876.0,5776.88,4943.64
533,3.35692023,6.61522392,2017-04-01 12:50:26.500,-92.42,-7.49,-70.73,9.6,1876.0,6576.04,5700.67
534,3.35695672,6.61524213,2017-04-01 12:50:27.500,-88.67,-8.5,-66.09,13.18,1876.0,8633.61,7638.44
535,3.35697667,6.61525167,2017-04-01 12:50:28.500,-90.93,-8.86,-68.02,10.46,1876.0,7406.64,5523.08
536,3.35701639,6.61526492,2017-04-01 12:50:29.500,-90.34,-8.09,-67.88,10.33,1876.0,6393.72,5700.41
537,3.35707055,6.61528116,2017-04-01 12:50:30.500,-92.38,-7.93,-70.13,8.32,1876.0,6841.01,4575.65
538,3.35710384,6.61528827,2017-04-01 12:50:31.500,-95.64,-8.66,-72.84,5.29,1876.0,5528.22,3748.73
539,3.35713552,6.61529493,2017-04-01 12:50:32.500,-96.83,-8.03,-74.74,4.21,1876.0,3089.18,2227.12
540,3.35715,6.61529833,2017-04-01 12:50:33.500,-93.93,-7.03,-72.85,6.92,1876.0,3469.94,3131.41
541,3.35716598,6.61530552,2017-04-01 12:50:34.500,-96.65,-6.15,-76.36,4.13,1876.0,2945.89,2299.33
542,3.35718765,6.61531518,2017-04-01 12:50:35.500,-94.7,-8.03,-72.43,5.95,1876.0,2342.56,2031.03
543,3.3572014,6.61532073,2017-04-01 12:50:36.500,-92.69,-7.26,-71.17,8.29,1876.0,4493.71,4149.44
544,3.35721731,6.61532708,2017-04-01 12:50:37.500,-89.62,-7.51,-67.91,10.67,1876.0,5190.49,4149.89
545,3.35722833,6.61533167,2017-04-01 12:50:38.500,-87.11,-7.96,-65.0,15.07,1876.0,6621.07,6142.94
546,3.3572466,6.6153402,2017-04-01 12:50:39.500,-84.77,-8.53,-61.99,16.83,1876.0,7644.0,6157.97
547,3.35729054,6.61536218,2017-04-01 12:50:40.500,-87.43,-8.7,-64.6,14.41,1876.0,7227.62,6101.95
548,3.35732003,6.61538057,2017-04-01 12:50:41.500,-86.48,-8.08,-64.37,12.89,1876.0,6775.16,5265.46
549,3.35734496,6.61539812,2017-04-01 12:50:42.500,-86.41,-8.63,-63.72,15.92,1876.0,10434.54,6748.47
550,3.35736667,6.615415,2017-04-01 12:50:43.500,-87.35,-8.54,-64.47,15.08,1876.0,9255.98,8449.08
551,3.35738795,6.61543053,2017-04-01 12:50:44.500,-88.69,-8.92,-65.74,13.08,1876.0,9295.62,8742.9
552,3.35743676,6.61546665,2017-04-01 12:50:45.500,-89.02,-8.84,-66.01,13.16,1876.0,9444.25,8527.32
553,3.35746858,6.61549223,2017-04-01 12:50:46.500,-89.25,-8.82,-66.31,12.82,1876.0,9648.08,6392.96
554,3.35750163,6.61551942,2017-04-01 12:50:47.500,-90.75,-8.66,-68.0,11.26,1876.0,7416.91,7134.7
555,3.35752878,6.61554069,2017-04-01 12:50:48.500,-90.78,-8.28,-68.19,11.3,1876.0,8457.56,8823.57
556,3.35755098,6.6155586,2017-04-01 12:50:49.500,-88.5,-8.53,-65.72,13.4,1876.0,10059.81,8807.32
557,3.35756933,6.61557389,2017-04-01 12:50:50.500,-85.43,-8.3,-63.1,16.45,1876.0,11598.14,11047.61
558,3.35757817,6.61558151,2017-04-01 12:50:51.500,-85.42,-8.99,-62.41,16.14,1876.0,12684.03,12060.52
559,3.35758448,6.61558781,2017-04-01 12:50:52.500,-83.84,-8.69,-61.11,18.58,1876.0,13672.55,11866.46
560,3.35758922,6.61559255,2017-04-01 12:50:53.500,-83.71,-8.7,-60.87,17.09,1876.0,13072.83,11684.98
561,3.35759987,6.6156024,2017-04-01 12:50:54.500,-85.16,-8.7,-62.37,16.34,1876.0,11674.21,10226.92
562,3.35761396,6.6156136,2017-04-01 12:50:55.500,-85.04,-8.48,-62.36,14.76,1876.0,10130.29,9161.1
563,3.35763377,6.61563094,2017-04-01 12:50:56.500,-83.75,-8.29,-61.29,15.9,1876.0,11971.1,10403.85
564,3.35765167,6.615645,2017-04-01 12:50:57.500,-81.9,-7.92,-59.52,17.41,1876.0,11169.11,10675.48
565,3.3576541,6.61564652,2017-04-01 12:50:58.500,-85.38,-8.43,-62.83,16.45,1876.0,13569.64,10988.97
566,3.35768391,6.61566401,2017-04-01 12:50:59.500,-88.93,-8.95,-65.9,14.45,1876.0,10861.24,9335.39
567,3.35771101,6.61567548,2017-04-01 12:51:00.500,-91.11,-8.56,-68.39,11.7,1876.0,10498.5,8839.46
568,3.35774613,6.61569233,2017-04-01 12:51:01.500,-92.38,-8.67,-69.63,10.24,1876.0,7929.02,6578.39
569,3.35778855,6.61571713,2017-04-01 12:51:02.500,-90.26,-8.78,-67.33,11.76,1876.0,7302.77,6082.07
570,3.35783078,6.61574176,2017-04-01 12:51:03.500,-88.78,-8.47,-66.05,13.5,1876.0,8648.78,7592.47
571,3.35787333,6.61576,2017-04-01 12:51:04.500,-84.25,-8.38,-61.76,17.7,1876.0,11045.86,10917.24
572,3.35795872,6.61579544,2017-04-01 12:51:05.500,-81.68,-8.34,-59.23,19.44,1876.0,14129.57,10598.01
573,3.35800424,6.61580972,2017-04-01 12:51:06.500,-87.24,-8.71,-64.36,14.76,1876.0,14057.99,10514.17
574,3.35804667,6.61581667,2017-04-01 12:51:07.500,-89.95,-8.63,-67.19,12.11,1876.0,9983.46,8737.75
575,3.35808471,6.61581667,2017-04-01 12:51:08.500,-89.21,-8.73,-66.3,13.6,1876.0,9175.47,6942.8
576,3.35811939,6.61580919,2017-04-01 12:51:09.500,-88.55,-8.88,-65.56,14.82,1876.0,10851.51,9413.04
577,3.35816075,6.61578556,2017-04-01 12:51:10.500,-89.71,-8.75,-66.86,13.93,1876.0,11418.13,10434.7
578,3.3581908,6.6157574,2017-04-01 12:51:11.500,-89.79,-8.93,-66.79,14.03,1876.0,10973.69,10273.37
579,3.35821981,6.61572356,2017-04-01 12:51:12.500,-95.76,-9.09,-72.58,9.2,1876.0,8396.95,5768.66
580,3.35824167,6.61569392,2017-04-01 12:51:13.500,-99.11,-8.79,-76.25,5.87,1876.0,5714.59,4771.81
581,3.35826988,6.61565575,2017-04-01 12:51:14.500,-99.36,-9.35,-75.97,4.91,1876.0,4727.38,3798.52
582,3.3583,6.615615,2017-04-01 12:51:15.500,-100.75,-9.3,-77.35,4.34,1876.0,4235.71,3282.43
583,3.35832915,6.61557937,2017-04-01 12:51:16.500,-101.1,-9.73,-77.3,3.62,1876.0,3373.62,2077.56
584,3.35835382,6.61554558,2017-04-01 12:51:17.500,-101.16,-9.56,-77.48,3.05,1876.0,2833.48,1442.49
585,3.35837882,6.61550769,2017-04-01 12:51:18.500,-100.7,-9.74,-76.82,3.36,1876.0,2693.68,2307.92
586,3.35840188,6.61547379,2017-04-01 12:51:19.500,-99.66,-9.59,-75.86,3.73,1876.0,3488.31,2724.22
587,3.35843719,6.61541947,2017-04-01 12:51:20.500,-99.51,-9.35,-76.07,4.23,1876.0,3088.31,1846.27
588,3.35845315,6.61539178,2017-04-01 12:51:21.500,-100.38,-8.63,-77.12,3.25,1876.0,3105.53,2815.75
589,3.35845636,6.61538288,2017-04-01 12:51:22.500,-100.23,-9.26,-76.51,2.76,1876.0,3417.23,3050.9
590,3.35845667,6.61538167,2017-04-01 12:51:23.500,-100.47,-9.61,-76.68,2.47,1876.0,4074.75,3496.42
591,3.35845667,6.61538167,2017-04-01 12:51:24.500,-100.68,-9.35,-77.18,1.51,1876.0,3710.73,3047.42
592,3.35845667,6.61538167,2017-04-01 12:51:25.500,-100.48,-8.8,-77.64,2.68,1876.0,3334.95,2961.0
593,3.35845667,6.61538167,2017-04-01 12:51:26.500,-100.92,-9.28,-77.63,2.24,1876.0,3226.83,2332.77
594,3.35845667,6.61538167,2017-04-01 12:51:27.500,-101.26,-10.29,-76.86,1.21,1876.0,2794.83,1682.96
595,3.35845667,6.61538167,2017-04-01 12:51:28.500,-100.72,-10.25,-76.46,-0.75,1876.0,2082.22,1753.97
596,3.35845538,6.61538167,2017-04-01 12:51:29.500,-102.26,-11.25,-76.67,0.61,1876.0,1439.76,657.61
598,3.3584521,6.61537296,2017-04-01 12:51:31.500,-100.44,-7.52,-78.87,1.84,1876.0,129.6,0.0
600,3.35845,6.61536333,2017-04-01 12:51:33.500,-100.18,-6.54,-79.26,3.02,1876.0,112.0,0.0
601,3.35844599,6.61534997,2017-04-01 12:51:34.500,-99.47,-6.01,-79.34,3.89,1876.0,80.0,35.03
602,3.35842255,6.61531255,2017-04-01 12:51:35.500,-99.94,-5.97,-79.64,3.86,1876.0,106.67,0.0
603,3.35844232,6.61533863,2017-04-01 12:51:35.500,-101.06,-5.9,-81.02,2.96,1876.0,1907.29,26.1
607,3.35839876,6.61530142,2017-04-01 12:51:39.500,-96.38,-5.53,-76.46,6.5,1876.0,80.0,0.0
608,3.35837662,6.61530077,2017-04-01 12:51:40.500,-96.23,-5.72,-76.17,6.49,1876.0,142.67,107.57
609,3.35836539,6.61530346,2017-04-01 12:51:41.500,-95.96,-8.77,-73.05,5.59,1876.0,5349.59,4257.56
610,3.35835395,6.61530673,2017-04-01 12:51:42.500,-94.86,-8.63,-72.2,6.72,1876.0,5213.98,4793.39
611,3.35834833,6.61530833,2017-04-01 12:51:43.500,-92.15,-8.14,-69.91,9.74,1876.0,5547.67,6469.51
612,3.35833993,6.61531301,2017-04-01 12:51:44.500,-93.58,-8.62,-70.79,9.61,1876.0,7371.94,4785.31
613,3.35833197,6.61531735,2017-04-01 12:51:45.500,-92.97,-9.1,-69.67,9.58,1876.0,6578.65,5540.43
614,3.35833,6.61531833,2017-04-01 12:51:46.500,-92.99,-9.08,-69.58,8.93,1876.0,7152.11,5904.49
615,3.35833,6.61531833,2017-04-01 12:51:47.500,-94.18,-8.55,-71.46,7.97,1876.0,6304.59,5984.86
616,3.35833,6.61531833,2017-04-01 12:51:48.500,-95.19,-8.76,-72.37,7.07,1876.0,6248.03,4545.52
617,3.35832795,6.61532039,2017-04-01 12:51:49.500,-91.5,-8.59,-68.73,9.63,1876.0,5736.75,5688.63
618,3.35832047,6.61532862,2017-04-01 12:51:50.500,-96.21,-9.54,-72.45,5.16,1876.0,6523.45,4159.42
619,3.35830777,6.61534223,2017-04-01 12:51:51.500,-96.42,-9.3,-72.94,5.38,1876.0,4281.31,2932.21
620,3.35828959,6.61535932,2017-04-01 12:51:52.500,-96.51,-8.85,-73.61,5.44,1876.0,4108.89,3511.08
621,3.358275,6.61537167,2017-04-01 12:51:53.500,-98.22,-9.52,-74.65,4.1,1876.0,4699.76,3049.56
622,3.35825503,6.61539021,2017-04-01 12:51:54.500,-97.4,-8.99,-74.23,6.05,1876.0,4126.16,4565.15
623,3.35822167,6.61542042,2017-04-01 12:51:55.500,-95.53,-8.98,-72.44,7.06,1876.0,5399.35,5115.85
624,3.35819329,6.61544452,2017-04-01 12:51:56.500,-93.08,-8.44,-70.16,8.15,1876.0,6675.91,5992.72
625,3.35816534,6.61547073,2017-04-01 12:51:57.500,-93.89,-9.0,-70.54,7.71,1876.0,6691.64,5636.24
626,3.3581396,6.6154954,2017-04-01 12:51:58.500,-96.15,-9.38,-72.69,6.77,1876.0,5481.42,5497.23
627,3.35811484,6.61551959,2017-04-01 12:51:59.500,-95.71,-9.37,-72.21,6.84,1876.0,6277.39,5258.26
628,3.35809243,6.61554048,2017-04-01 12:52:00.500,-94.08,-8.27,-71.57,8.3,1876.0,6116.07,4596.71
629,3.35806917,6.61556167,2017-04-01 12:52:01.500,-91.87,-9.25,-68.56,10.77,1876.0,6844.33,7127.97
630,3.35804537,6.61558087,2017-04-01 12:52:02.500,-89.24,-8.72,-66.45,12.83,1876.0,9119.57,8253.89
631,3.35801767,6.61559633,2017-04-01 12:52:03.500,-90.33,-9.17,-67.12,11.69,1876.0,10114.59,8173.45
632,3.35798923,6.61560451,2017-04-01 12:52:04.500,-93.86,-8.99,-70.75,9.59,1876.0,8605.03,7378.82
633,3.35795401,6.61560786,2017-04-01 12:52:05.500,-95.13,-9.02,-72.07,7.68,1876.0,7980.82,5417.46
634,3.35792067,6.61560562,2017-04-01 12:52:06.500,-95.92,-9.2,-72.55,7.17,1876.0,5741.24,5921.74
635,3.35788263,6.61559851,2017-04-01 12:52:07.500,-97.01,-9.46,-73.47,6.85,1876.0,6475.17,4945.8
636,3.35784153,6.6155873,2017-04-01 12:52:08.500,-95.76,-8.87,-72.88,7.15,1876.0,5850.21,5050.88
637,3.35780704,6.61557576,2017-04-01 12:52:09.500,-93.48,-9.54,-69.89,9.57,1876.0,7209.94,7032.73
638,3.35777667,6.61556333,2017-04-01 12:52:10.500,-93.92,-9.67,-70.16,9.58,1876.0,8544.73,6975.92
639,3.35777396,6.61556198,2017-04-01 12:52:11.500,-94.18,-9.7,-70.41,8.78,1876.0,7901.2,5889.07
640,3.35774385,6.61554733,2017-04-01 12:52:12.500,-92.44,-9.57,-68.77,9.68,1876.0,7334.18,5913.25
641,3.35772174,6.61553947,2017-04-01 12:52:13.500,-92.37,-9.21,-69.12,9.63,1876.0,7918.57,6603.1
642,3.35770743,6.61553455,2017-04-01 12:52:14.500,-93.01,-9.08,-69.86,8.33,1876.0,7382.72,5920.13
643,3.35769431,6.61552795,2017-04-01 12:52:15.500,-94.94,-9.29,-71.63,7.69,1876.0,6743.46,5188.78
644,3.35768,6.61552,2017-04-01 12:52:16.500,-94.69,-9.63,-70.94,7.66,1876.0,6425.61,5300.04
645,3.3576582,6.61550877,2017-04-01 12:52:17.500,-93.93,-9.51,-70.4,7.61,1876.0,6800.41,5993.05
646,3.35761085,6.61547949,2017-04-01 12:52:18.500,-93.87,-9.48,-70.38,7.95,1876.0,7385.99,5872.03
647,3.35758385,6.61546226,2017-04-01 12:52:19.500,-94.2,-9.88,-70.22,8.4,1876.0,7397.76,6295.25
648,3.35756,6.61544,2017-04-01 12:52:20.500,-96.4,-9.26,-73.12,5.95,1876.0,7448.96,5032.8
649,3.35753652,6.61541652,2017-04-01 12:52:21.500,-96.78,-9.4,-73.35,5.62,1876.0,5196.72,4583.3
650,3.3575106,6.61539385,2017-04-01 12:52:22.500,-97.0,-9.35,-73.6,5.9,1876.0,5328.97,4314.77
651,3.35748447,6.615371,2017-04-01 12:52:23.500,-93.82,-8.86,-70.95,8.39,1876.0,5748.83,5456.0
652,3.35746045,6.61535284,2017-04-01 12:52:24.500,-92.83,-9.17,-69.61,7.84,1876.0,7146.09,5943.51
653,3.35743297,6.61533075,2017-04-01 12:52:25.500,-92.57,-8.51,-70.06,6.63,1876.0,6832.79,6270.43
654,3.35740719,6.61531009,2017-04-01 12:52:26.500,-94.18,-8.05,-72.12,5.3,1876.0,6783.07,3129.66
655,3.35737994,6.61528954,2017-04-01 12:52:27.500,-95.68,-8.76,-72.89,4.17,1876.0,4736.1,1814.86
656,3.35735594,6.61527014,2017-04-01 12:52:28.500,-96.43,-7.84,-74.51,4.78,1876.0,3724.91,2312.21
657,3.35732646,6.61524739,2017-04-01 12:52:29.500,-95.89,-7.13,-74.75,4.34,1876.0,3801.5,3889.22
658,3.3572965,6.61522448,2017-04-01 12:52:30.500,-95.47,-8.84,-72.53,7.17,1876.0,5171.85,5617.77
659,3.35727272,6.6152063,2017-04-01 12:52:31.500,-95.69,-7.7,-73.83,6.47,1876.0,6493.67,5209.5
660,3.3572441,6.61518441,2017-04-01 12:52:32.500,-95.01,-8.8,-72.11,6.07,1876.0,5877.63,5421.17
661,3.35721721,6.61516028,2017-04-01 12:52:33.500,-93.51,-8.85,-70.51,9.46,1876.0,6072.72,6200.01
662,3.35719269,6.61513602,2017-04-01 12:52:34.500,-91.76,-8.81,-68.7,11.03,1876.0,8355.49,7372.92
663,3.3571603,6.61508879,2017-04-01 12:52:35.500,-89.81,-9.26,-66.49,12.24,1876.0,8878.7,8380.17
664,3.35714449,6.6150556,2017-04-01 12:52:36.500,-95.16,-8.95,-72.14,7.24,1876.0,8259.45,5386.05
665,3.35713916,6.61502199,2017-04-01 12:52:37.500,-97.06,-8.44,-74.55,6.46,1876.0,6027.04,4995.98
666,3.35713833,6.61501333,2017-04-01 12:52:38.500,-95.56,-9.04,-72.44,7.45,1876.0,5458.25,4917.19
667,3.35713624,6.61497035,2017-04-01 12:52:39.500,-94.68,-8.7,-71.91,7.46,1876.0,6115.68,5428.38
668,3.35713265,6.61492152,2017-04-01 12:52:40.500,-93.91,-8.69,-71.02,8.9,1876.0,6590.64,6604.09
669,3.35712794,6.6148893,2017-04-01 12:52:41.500,-95.57,-8.56,-72.89,7.24,1876.0,6613.84,5054.03
670,3.35712552,6.61486447,2017-04-01 12:52:42.500,-95.09,-9.32,-71.55,8.96,1876.0,6623.89,6714.7
671,3.357125,6.61485667,2017-04-01 12:52:43.500,-96.27,-9.21,-72.87,7.26,1876.0,7142.58,5687.33
672,3.357125,6.61483301,2017-04-01 12:52:44.500,-92.43,-9.08,-69.13,10.0,1876.0,6880.65,6668.48
673,3.35712603,6.6148134,2017-04-01 12:52:45.500,-92.07,-9.18,-68.84,10.78,1876.0,8129.2,6883.66
674,3.35712865,6.61479844,2017-04-01 12:52:46.500,-93.32,-9.41,-69.83,8.74,1876.0,9089.87,6288.85
675,3.357132,6.61477867,2017-04-01 12:52:47.500,-91.7,-9.1,-68.58,11.31,1876.0,6755.94,6881.87
676,3.35713333,6.61477,2017-04-01 12:52:48.500,-91.45,-9.31,-68.08,10.76,1876.0,8580.44,7419.81
677,3.35713007,6.61474166,2017-04-01 12:52:49.500,-88.28,-9.26,-65.0,12.06,1876.0,8726.43,6522.17
678,3.35712342,6.61471388,2017-04-01 12:52:50.500,-88.28,-9.21,-65.02,13.01,1876.0,10256.23,9505.17
679,3.35711564,6.61469106,2017-04-01 12:52:51.500,-90.72,-9.17,-67.5,11.53,1876.0,9715.8,7664.72
680,3.35710976,6.61466308,2017-04-01 12:52:52.500,-89.28,-9.2,-65.85,13.28,1876.0,9343.5,9196.16
681,3.35710833,6.61465167,2017-04-01 12:52:53.500,-87.55,-8.71,-64.78,14.07,1876.0,10951.31,10172.59
682,3.35710937,6.61461914,2017-04-01 12:52:54.500,-87.6,-8.8,-64.75,14.02,1876.0,12550.06,10708.71
683,3.35711283,6.61458677,2017-04-01 12:52:55.500,-87.81,-9.05,-64.72,14.11,1876.0,10383.18,10522.13
684,3.3571186,6.61456496,2017-04-01 12:52:56.500,-88.44,-8.7,-65.71,13.41,1876.0,12037.27,10173.25
685,3.35712077,6.61454693,2017-04-01 12:52:57.500,-89.02,-8.32,-66.67,13.84,1876.0,11431.61,10290.14
686,3.35712,6.61454,2017-04-01 12:52:58.500,-88.24,-8.45,-65.78,13.16,1876.0,11222.18,9714.87
687,3.35711827,6.61453049,2017-04-01 12:52:59.500,-92.35,-8.27,-69.98,10.26,1876.0,9745.44,7627.6
688,3.35711667,6.61452167,2017-04-01 12:53:00.500,-91.83,-8.9,-68.69,11.44,1876.0,8688.18,8184.62
689,3.35711667,6.61452167,2017-04-01 12:53:01.500,-90.55,-8.61,-67.91,11.45,1876.0,8988.96,7367.66
690,3.35711667,6.61452167,2017-04-01 12:53:02.500,-93.57,-9.08,-70.31,9.76,1876.0,8856.5,7235.74
691,3.35711667,6.61452167,2017-04-01 12:53:03.500,-93.2,-8.45,-70.62,9.53,1876.0,8049.28,6306.95
692,3.35711528,6.61452236,2017-04-01 12:53:04.500,-92.46,-8.75,-69.66,10.96,1876.0,7743.26,8022.6
693,3.35711088,6.6145217,2017-04-01 12:53:05.500,-91.24,-9.44,-67.72,11.63,1876.0,9173.78,7428.45
694,3.35710515,6.61451746,2017-04-01 12:53:06.500,-91.79,-8.48,-69.15,11.12,1876.0,8355.09,8064.29
695,3.35709792,6.61451073,2017-04-01 12:53:07.500,-90.71,-8.32,-68.21,11.33,1876.0,8743.45,7085.07
696,3.35709009,6.61450306,2017-04-01 12:53:08.500,-90.0,-9.08,-66.87,12.63,1876.0,9461.62,8401.97
697,3.35708203,6.61449852,2017-04-01 12:53:09.500,-92.92,-9.12,-69.7,10.56,1876.0,10157.27,7416.35
698,3.35706837,6.61449102,2017-04-01 12:53:10.500,-90.31,-9.09,-67.12,13.45,1876.0,8510.06,9349.18
699,3.35705115,6.61448173,2017-04-01 12:53:11.500,-92.44,-9.02,-69.24,11.24,1876.0,10753.85,8653.4
700,3.35703574,6.61447423,2017-04-01 12:53:12.500,-92.45,-9.11,-69.32,11.36,1876.0,9248.5,8305.61
701,3.35702738,6.61447,2017-04-01 12:53:13.500,-92.38,-9.12,-69.15,11.23,1876.0,9584.74,5901.81
702,3.35702422,6.61446922,2017-04-01 12:53:14.500,-89.24,-9.01,-66.1,12.86,1876.0,8706.18,9634.81
703,3.35701947,6.61446557,2017-04-01 12:53:15.500,-85.63,-8.5,-63.03,15.25,1876.0,11703.68,12084.16
704,3.35701292,6.61446241,2017-04-01 12:53:16.500,-87.48,-8.63,-64.77,13.93,1876.0,13237.48,10401.48
705,3.35699491,6.61445454,2017-04-01 12:53:17.500,-87.19,-8.31,-64.78,14.29,1876.0,11264.24,9440.75
706,3.35697586,6.61444502,2017-04-01 12:53:18.500,-87.19,-8.75,-64.32,14.68,1876.0,11130.74,9058.83
707,3.35694769,6.61442053,2017-04-01 12:53:19.500,-87.19,-8.07,-65.0,14.89,1876.0,11016.65,10593.39
708,3.35692751,6.61439419,2017-04-01 12:53:20.500,-89.67,-8.3,-67.22,13.14,1876.0,12477.5,10192.86
709,3.35691905,6.61436067,2017-04-01 12:53:21.500,-89.96,-8.68,-67.2,12.98,1876.0,9078.75,9159.77
710,3.35692684,6.61431603,2017-04-01 12:53:22.500,-93.22,-9.1,-69.93,9.91,1876.0,11566.86,8111.21
711,3.35693833,6.61428667,2017-04-01 12:53:23.500,-96.76,-9.31,-73.35,6.71,1876.0,6882.22,4049.29
712,3.35693928,6.61428524,2017-04-01 12:53:24.500,-96.9,-9.16,-73.6,5.92,1876.0,5794.94,5229.68
713,3.35696396,6.61424922,2017-04-01 12:53:25.500,-96.43,-9.1,-73.08,6.06,1876.0,5628.08,4206.55
714,3.35698906,6.61422278,2017-04-01 12:53:26.500,-97.95,-9.55,-74.3,5.44,1876.0,5789.73,5244.91
715,3.35701,6.61420333,2017-04-01 12:53:27.500,-96.83,-9.51,-73.27,6.29,1876.0,5512.51,4801.79
716,3.35703045,6.61418828,2017-04-01 12:53:28.500,-97.64,-10.09,-73.51,4.61,1876.0,5876.95,4200.84
717,3.35705375,6.61418216,2017-04-01 12:53:29.500,-95.96,-9.56,-72.37,6.58,1876.0,5069.47,4950.63
718,3.357085,6.614185,2017-04-01 12:53:30.500,-97.79,-9.7,-74.05,5.6,1876.0,6048.46,5185.05
719,3.35710594,6.61419466,2017-04-01 12:53:31.500,-96.68,-9.18,-73.34,6.53,1876.0,5245.03,4958.39
720,3.35712613,6.61420798,2017-04-01 12:53:32.500,-95.84,-9.14,-72.58,7.47,1876.0,6235.72,5454.51
721,3.35714828,6.61422167,2017-04-01 12:53:33.500,-97.06,-9.42,-73.5,6.05,1876.0,5870.3,4835.05
722,3.35716914,6.6142356,2017-04-01 12:53:34.500,-94.46,-9.29,-71.05,7.7,1876.0,6104.8,6067.39
723,3.35718833,6.61425,2017-04-01 12:53:35.500,-94.95,-9.29,-71.58,8.05,1876.0,7301.83,6437.04
724,3.35720799,6.61426059,2017-04-01 12:53:36.500,-95.28,-8.91,-72.26,6.78,1876.0,6887.96,4970.37
725,3.35723093,6.61427293,2017-04-01 12:53:37.500,-95.02,-8.16,-72.79,6.47,1876.0,5397.41,4705.23
726,3.35725438,6.61428469,2017-04-01 12:53:38.500,-91.92,-8.56,-69.28,9.11,1876.0,6240.48,5242.23
727,3.35727323,6.61429482,2017-04-01 12:53:39.500,-95.44,-9.4,-71.95,7.17,1876.0,7163.16,5863.99
728,3.35729991,6.61429822,2017-04-01 12:53:40.500,-96.4,-9.03,-73.27,6.9,1876.0,6233.5,5514.8
729,3.35732213,6.61429833,2017-04-01 12:53:41.500,-95.51,-9.16,-72.23,7.82,1876.0,6096.07,5181.44
730,3.35734334,6.61429222,2017-04-01 12:53:42.500,-94.78,-9.11,-71.58,7.94,1876.0,7055.4,5951.99
731,3.35736207,6.61428882,2017-04-01 12:53:43.500,-96.23,-8.66,-73.48,6.28,1876.0,6330.63,5054.51
732,3.35738259,6.6142854,2017-04-01 12:53:44.500,-96.59,-8.62,-73.92,5.73,1876.0,5271.1,3984.17
733,3.35742041,6.61430418,2017-04-01 12:53:45.500,-95.93,-9.86,-72.04,6.36,1876.0,5698.86,4837.87
734,3.3574436,6.61432128,2017-04-01 12:53:46.500,-95.65,-9.33,-72.18,7.15,1876.0,5465.64,5662.22
735,3.35746848,6.61433885,2017-04-01 12:53:47.500,-97.62,-9.68,-73.88,6.13,1876.0,6455.22,5007.4
736,3.357475,6.61434333,2017-04-01 12:53:48.500,-95.8,-9.55,-72.2,6.89,1876.0,5268.5,4872.51
737,3.35752128,6.61437805,2017-04-01 12:53:49.500,-95.58,-9.12,-72.34,7.82,1876.0,6164.21,5585.31
738,3.35754718,6.61439715,2017-04-01 12:53:50.500,-96.28,-9.14,-73.03,6.77,1876.0,6515.54,4685.92
739,3.35757241,6.61441184,2017-04-01 12:53:51.500,-97.25,-9.61,-73.55,5.96,1876.0,5694.7,4477.51
740,3.35759779,6.61442751,2017-04-01 12:53:52.500,-96.64,-9.44,-73.01,6.87,1876.0,5500.41,4857.83
741,3.35760167,6.61443,2017-04-01 12:53:53.500,-95.8,-9.21,-72.53,7.15,1876.0,5827.54,5317.73
742,3.35762746,6.61444719,2017-04-01 12:53:54.500,-96.03,-9.51,-72.51,6.07,1876.0,5973.62,4720.29
743,3.35765632,6.61446888,2017-04-01 12:53:55.500,-95.62,-9.82,-71.78,6.28,1876.0,5606.95,4757.87
744,3.35767609,6.61448535,2017-04-01 12:53:56.500,-96.0,-9.71,-72.26,6.2,1876.0,5675.91,5134.98
745,3.35769423,6.61450256,2017-04-01 12:53:57.500,-95.72,-9.51,-72.11,6.79,1876.0,5415.28,4724.08
