No.,Longitude,Latitude,DateTime,Serving RSRP_All Logs,Serving RSRQ_All Logs,Serving RSSI_All Logs,Serving PCC SINR_All Logs,Serving DL EARFCN_All Logs,PCC PHY Throughput DL_All Logs,PDCP Throughput DL_All Logs
297,3.3689,6.56833366,2017-04-01 12:27:51.500,-93.22,-9.24,-69.93,7.22,1876.0,5515.99,4889.76
298,3.36889789,6.56828351,2017-04-01 12:27:52.500,-91.55,-8.71,-68.62,9.19,1876.0,4234.85,4522.87
299,3.36889667,6.56826333,2017-04-01 12:27:53.500,-90.38,-8.98,-67.31,10.77,1876.0,6992.62,5574.65
300,3.36889561,6.56818887,2017-04-01 12:27:54.500,-91.0,-9.0,-67.91,10.05,1876.0,7525.16,6774.69
301,3.36889404,6.56811116,2017-04-01 12:27:55.500,-92.36,-8.54,-69.66,9.35,1876.0,7801.72,6097.04
302,3.36889248,6.56805329,2017-04-01 12:27:56.500,-91.42,-8.67,-68.57,8.88,1876.0,7422.54,6701.58
303,3.36889167,6.56798714,2017-04-01 12:27:57.500,-92.57,-8.69,-69.7,7.96,1876.0,6660.61,5592.33
304,3.36889167,6.56796,2017-04-01 12:27:58.500,-92.52,-8.49,-69.99,7.45,1876.0,7045.89,6038.94
305,3.36888889,6.56788785,2017-04-01 12:27:59.500,-92.59,-8.44,-69.99,7.58,1876.0,6013.38,4996.66
306,3.36888568,6.56779166,2017-04-01 12:28:00.500,-91.0,-8.71,-68.13,8.13,1876.0,6204.12,5781.84
307,3.36888262,6.56773246,2017-04-01 12:28:01.500,-89.03,-8.71,-66.18,9.64,1876.0,6476.6,4742.74
308,3.36887919,6.56766434,2017-04-01 12:28:02.500,-88.81,-8.69,-66.0,8.53,1876.0,5910.14,5494.47
309,3.36887833,6.56763,2017-04-01 12:28:03.500,-90.16,-8.66,-67.31,8.66,1876.0,6225.83,5466.82
310,3.36887634,6.56757462,2017-04-01 12:28:04.500,-89.94,-7.9,-67.82,8.88,1876.0,6074.35,5408.81
311,3.36887178,6.56745976,2017-04-01 12:28:05.500,-88.52,-8.73,-65.5,9.32,1876.0,7186.34,6740.45
312,3.36887,6.56739092,2017-04-01 12:28:06.500,-89.34,-8.89,-66.35,7.37,1876.0,6066.77,4457.56
313,3.36886921,6.56732,2017-04-01 12:28:07.500,-89.88,-9.17,-66.49,7.63,1876.0,6118.6,5045.4
314,3.36886833,6.56728333,2017-04-01 12:28:08.500,-90.12,-8.74,-67.24,8.25,1876.0,5059.96,5285.66
315,3.36886506,6.56722759,2017-04-01 12:28:09.500,-91.69,-9.31,-68.35,8.0,1876.0,6721.62,5365.49
316,3.36885793,6.56711196,2017-04-01 12:28:10.500,-93.24,-9.52,-69.28,6.25,1876.0,4596.34,3738.83
317,3.36885327,6.56705179,2017-04-01 12:28:11.500,-91.74,-9.59,-67.99,6.25,1876.0,4448.74,4083.78
318,3.36884684,6.56696789,2017-04-01 12:28:12.500,-92.57,-8.97,-69.53,6.9,1876.0,3328.71,3338.65
319,3.368845,6.56692833,2017-04-01 12:28:13.500,-90.91,-8.75,-67.86,7.86,1876.0,5523.92,4224.34
320,3.36884383,6.56689556,2017-04-01 12:28:14.500,-92.32,-8.11,-69.84,8.12,1876.0,5709.64,4641.45
321,3.36883908,6.56676892,2017-04-01 12:28:15.500,-93.66,-8.21,-71.18,7.82,1876.0,5416.46,4583.67
322,3.36883605,6.56669367,2017-04-01 12:28:16.500,-94.43,-8.7,-71.57,6.39,1876.0,4752.65,3212.43
323,3.36883448,6.56663082,2017-04-01 12:28:17.500,-90.96,-8.75,-68.12,8.54,1876.0,5211.68,5131.06
324,3.36883295,6.5665704,2017-04-01 12:28:18.500,-94.14,-9.83,-69.99,4.39,1876.0,3896.37,2173.45
325,3.36883111,6.56650111,2017-04-01 12:28:19.500,-97.01,-9.35,-73.38,2.72,1876.0,2817.4,2503.95
326,3.36883111,6.56643833,2017-04-01 12:28:20.500,-98.09,-9.31,-74.63,2.18,1876.0,1811.28,1880.53
327,3.36883395,6.56638333,2017-04-01 12:28:21.500,-93.64,-9.47,-69.97,3.49,1876.0,3327.12,2828.17
328,3.36883756,6.56631512,2017-04-01 12:28:22.500,-95.22,-9.4,-71.74,3.6,1876.0,3629.87,2919.61
329,3.36883959,6.56625498,2017-04-01 12:28:23.500,-94.1,-8.92,-71.03,4.11,1876.0,3259.52,3104.42
330,3.36883879,6.56619135,2017-04-01 12:28:24.500,-91.04,-9.19,-67.21,5.62,1876.0,4601.93,4378.03
331,3.36883975,6.56613729,2017-04-01 12:28:25.500,-91.57,-9.34,-67.56,6.5,1876.0,4590.83,3495.56
332,3.3688391,6.56607079,2017-04-01 12:28:26.500,-93.68,-9.17,-70.22,5.26,1876.0,4461.98,3474.0
333,3.3688424,6.56600986,2017-04-01 12:28:27.500,-88.02,-9.1,-64.35,7.84,1876.0,4064.69,3728.79
334,3.368845,6.56595064,2017-04-01 12:28:28.500,-87.35,-8.94,-64.34,7.33,1876.0,6707.74,5278.29
335,3.36884475,6.56588917,2017-04-01 12:28:29.500,-91.56,-9.76,-67.73,5.79,1876.0,4931.25,4033.86
336,3.3688432,6.56583352,2017-04-01 12:28:30.500,-95.0,-10.69,-70.0,1.71,1876.0,3266.8,1711.44
337,3.36884167,6.56577977,2017-04-01 12:28:31.500,-94.02,-10.15,-69.68,4.22,1876.0,2508.27,2652.64
338,3.36884167,6.56572167,2017-04-01 12:28:32.500,-95.83,-10.12,-71.56,4.02,1876.0,3184.72,2734.91
339,3.36884185,6.56571556,2017-04-01 12:28:33.500,-95.91,-10.63,-71.12,3.79,1876.0,2805.57,2364.59
340,3.36884333,6.5656573,2017-04-01 12:28:34.500,-92.97,-9.84,-68.94,4.93,1876.0,3444.67,3080.49
341,3.36884334,6.56560812,2017-04-01 12:28:35.500,-93.41,-10.07,-69.19,3.92,1876.0,3711.22,2895.61
342,3.3688452,6.56554647,2017-04-01 12:28:36.500,-93.01,-10.56,-68.15,4.12,1876.0,3123.36,2565.35
343,3.36884899,6.56548211,2017-04-01 12:28:37.500,-90.53,-10.74,-65.5,5.37,1876.0,3548.42,3004.15
344,3.36885352,6.56542357,2017-04-01 12:28:38.500,-92.38,-11.26,-66.62,2.55,1876.0,3098.49,1857.62
345,3.36885498,6.5653725,2017-04-01 12:28:39.500,-93.28,-10.55,-68.4,2.31,1876.0,2089.36,2215.55
346,3.36885162,6.56525917,2017-04-01 12:28:40.500,-100.26,-12.17,-73.39,-1.8,1876.0,2439.54,1284.47
347,3.36884833,6.56520333,2017-04-01 12:28:41.500,-100.02,-12.38,-73.41,-1.75,1876.0,1261.05,502.36
348,3.36884173,6.56514552,2017-04-01 12:28:42.500,-99.42,-11.37,-73.75,-1.04,1876.0,1615.07,865.5
349,3.36883531,6.56508937,2017-04-01 12:28:43.500,-98.41,-9.78,-74.24,2.32,1876.0,2090.75,1018.76
350,3.36883028,6.56502843,2017-04-01 12:28:44.500,-94.95,-8.44,-72.3,5.94,1876.0,3710.93,2228.15
351,3.36882362,6.56496599,2017-04-01 12:28:45.500,-91.34,-8.75,-68.41,9.51,1876.0,4276.38,2146.83
352,3.36881667,6.56490333,2017-04-01 12:28:46.500,-87.32,-9.07,-64.15,12.56,1876.0,6800.08,3773.5
353,3.36881263,6.56485486,2017-04-01 12:28:47.500,-84.99,-8.75,-61.96,13.35,1876.0,7926.38,4351.63
354,3.36880735,6.56479157,2017-04-01 12:28:48.500,-87.2,-8.72,-64.26,11.13,1876.0,8507.64,3423.48
355,3.36880225,6.56473177,2017-04-01 12:28:49.500,-91.18,-9.52,-67.35,7.49,1876.0,5329.08,2421.14
356,3.36879603,6.56467992,2017-04-01 12:28:50.500,-91.22,-10.14,-66.71,4.75,1876.0,3672.89,1627.21
357,3.36878939,6.56463099,2017-04-01 12:28:51.500,-89.06,-9.73,-65.15,6.48,1876.0,3726.07,2228.06
358,3.3687795,6.56457622,2017-04-01 12:28:52.500,-89.5,-10.22,-65.1,6.24,1876.0,4202.08,1961.87
359,3.36876813,6.56452479,2017-04-01 12:28:53.500,-86.96,-10.14,-62.61,4.22,1876.0,3444.49,798.49
360,3.36876068,6.56447883,2017-04-01 12:28:54.500,-84.58,-9.94,-60.09,4.53,1876.0,3589.62,3036.03
361,3.36875554,6.56441578,2017-04-01 12:28:55.500,-79.45,-8.68,-56.53,9.51,1876.0,4888.61,4465.77
362,3.36875879,6.56432332,2017-04-01 12:28:56.500,-78.48,-8.6,-55.55,9.26,1876.0,7296.12,5106.67
363,3.36876139,6.564255,2017-04-01 12:28:57.500,-81.75,-9.29,-58.12,5.2,1876.0,6353.6,2985.51
364,3.36876167,6.56424667,2017-04-01 12:28:58.500,-83.35,-11.76,-57.1,-0.73,1876.0,4710.84,900.15
365,3.36875919,6.56417335,2017-04-01 12:28:59.500,-83.78,-11.38,-57.84,4.01,1876.0,1713.15,776.61
366,3.36875568,6.56411252,2017-04-01 12:29:00.500,-76.74,-8.93,-53.74,11.23,1876.0,9322.72,5262.84
367,3.36875371,6.56407239,2017-04-01 12:29:01.500,-80.46,-9.11,-57.23,10.53,1876.0,8791.44,4342.88
368,3.36875333,6.56403488,2017-04-01 12:29:02.500,-81.78,-9.24,-58.43,9.48,1876.0,8238.04,3790.31
369,3.36875333,6.56402333,2017-04-01 12:29:03.500,-84.77,-10.01,-60.62,5.44,1876.0,6654.54,2908.21
370,3.36875077,6.56396192,2017-04-01 12:29:04.500,-86.49,-10.43,-61.69,2.81,1876.0,3902.31,1569.32
371,3.36874778,6.56391667,2017-04-01 12:29:05.500,-86.39,-8.99,-63.19,5.51,1876.0,2993.89,1208.81
372,3.36874213,6.5638761,2017-04-01 12:29:06.500,-81.65,-8.35,-58.98,9.68,1876.0,4859.74,3726.17
373,3.36873431,6.5638349,2017-04-01 12:29:07.500,-78.28,-8.08,-55.93,13.26,1876.0,6876.47,6097.43
374,3.36873167,6.56382167,2017-04-01 12:29:08.500,-79.21,-8.78,-56.29,12.52,1876.0,9355.91,8730.85
375,3.36871146,6.5637802,2017-04-01 12:29:09.500,-77.84,-8.62,-55.13,14.36,1876.0,10700.16,9150.72
376,3.36868389,6.56373889,2017-04-01 12:29:10.500,-75.54,-8.55,-52.81,16.75,1876.0,9892.7,11410.94
377,3.36865862,6.56372181,2017-04-01 12:29:11.500,-69.54,-8.88,-46.46,20.23,1876.0,15227.05,11244.66
378,3.36863062,6.56371273,2017-04-01 12:29:12.500,-70.82,-8.66,-47.88,21.69,1876.0,12436.87,8945.28
379,3.36861833,6.56371,2017-04-01 12:29:13.500,-69.77,-8.87,-46.77,23.49,1876.0,14523.12,12146.23
380,3.36857653,6.56370796,2017-04-01 12:29:14.500,-68.34,-8.55,-45.7,21.66,1876.0,14039.5,11403.49
381,3.3685277,6.56370845,2017-04-01 12:29:15.500,-67.67,-8.63,-44.97,24.79,1876.0,13686.8,11363.01
382,3.36848921,6.56370841,2017-04-01 12:29:16.500,-70.0,-8.87,-47.06,21.73,1876.0,16153.45,19223.97
383,3.36844855,6.56370508,2017-04-01 12:29:17.500,-68.92,-8.77,-46.05,21.06,1876.0,23885.7,18074.68
384,3.36842667,6.56370333,2017-04-01 12:29:18.500,-69.68,-8.61,-46.91,21.0,1876.0,13295.38,11972.28
385,3.36837813,6.56370042,2017-04-01 12:29:19.500,-73.69,-9.03,-50.5,14.74,1876.0,13632.79,10888.27
386,3.36832507,6.56369833,2017-04-01 12:29:20.500,-73.29,-8.49,-50.21,17.58,1876.0,13534.4,14342.08
387,3.36828491,6.56369906,2017-04-01 12:29:21.500,-70.52,-8.9,-47.41,19.93,1876.0,16576.14,12578.29
388,3.36824455,6.56370078,2017-04-01 12:29:22.500,-69.96,-9.04,-46.8,21.35,1876.0,15621.79,12427.71
389,3.36822333,6.56370167,2017-04-01 12:29:23.500,-70.37,-8.68,-47.65,19.25,1876.0,11395.94,7894.94
390,3.36819501,6.56370167,2017-04-01 12:29:24.500,-70.75,-8.55,-48.11,17.65,1876.0,11802.21,10109.81
391,3.36813016,6.56370105,2017-04-01 12:29:25.500,-69.44,-8.6,-46.8,19.75,1876.0,13387.71,12661.44
392,3.36808798,6.56370071,2017-04-01 12:29:26.500,-66.66,-9.0,-43.51,22.74,1876.0,11197.01,10963.15
393,3.36805273,6.56370055,2017-04-01 12:29:27.500,-66.26,-9.02,-43.09,22.88,1876.0,14606.83,12045.91
394,3.36802833,6.56369833,2017-04-01 12:29:28.500,-68.8,-9.02,-45.66,21.18,1876.0,13260.65,12130.52
395,3.3679967,6.56369546,2017-04-01 12:29:29.500,-70.29,-8.5,-47.67,20.18,1876.0,12637.86,9968.69
396,3.36794208,6.56369111,2017-04-01 12:29:30.500,-69.96,-8.92,-46.88,20.63,1876.0,12185.01,7890.51
397,3.36790443,6.56368898,2017-04-01 12:29:31.500,-69.13,-8.62,-46.43,21.52,1876.0,12734.82,10662.13
398,3.36786128,6.56368533,2017-04-01 12:29:32.500,-69.81,-8.57,-47.02,23.01,1876.0,12051.19,11514.25
399,3.36782683,6.56368333,2017-04-01 12:29:33.500,-68.75,-8.81,-45.8,23.4,1876.0,15992.48,13004.45
400,3.36779233,6.56368333,2017-04-01 12:29:34.500,-66.62,-8.89,-43.6,21.73,1876.0,11679.93,12564.83
401,3.36775525,6.56368333,2017-04-01 12:29:35.500,-69.64,-8.85,-46.7,20.95,1876.0,16435.73,13672.64
402,3.36771494,6.56368333,2017-04-01 12:29:36.500,-70.11,-8.79,-47.17,19.21,1876.0,15892.2,16244.68
403,3.36768097,6.56368333,2017-04-01 12:29:37.500,-69.08,-8.4,-46.46,19.88,1876.0,15840.91,11485.85
404,3.36764642,6.56368333,2017-04-01 12:29:38.500,-70.67,-8.4,-48.18,18.58,1876.0,12503.27,8954.71
405,3.367607,6.56368333,2017-04-01 12:29:39.500,-70.0,-8.64,-47.11,20.07,1876.0,11356.17,11466.94
406,3.36755937,6.56368333,2017-04-01 12:29:40.500,-68.8,-8.92,-45.81,20.07,1876.0,17939.01,13900.25
407,3.36751735,6.5636836,2017-04-01 12:29:41.500,-69.49,-9.0,-46.24,20.66,1876.0,18282.55,13848.77
408,3.36746861,6.56368556,2017-04-01 12:29:42.500,-69.93,-8.93,-46.94,20.28,1876.0,15625.96,12321.16
409,3.36742346,6.56368884,2017-04-01 12:29:43.500,-68.48,-9.07,-45.38,21.16,1876.0,17481.39,13113.19
410,3.36736796,6.56369458,2017-04-01 12:29:44.500,-70.23,-8.83,-47.38,20.21,1876.0,16382.55,14677.61
411,3.36732479,6.56369886,2017-04-01 12:29:45.500,-71.75,-9.01,-48.65,16.81,1876.0,17243.98,14338.75
412,3.36728393,6.56370222,2017-04-01 12:29:46.500,-72.29,-8.7,-49.15,15.43,1876.0,14209.86,12382.93
413,3.3672445,6.56370721,2017-04-01 12:29:47.500,-71.41,-9.1,-47.9,14.69,1876.0,10836.79,10444.98
414,3.36721333,6.56371167,2017-04-01 12:29:48.500,-70.36,-9.29,-46.85,15.41,1876.0,12949.72,10378.22
415,3.36720855,6.56371212,2017-04-01 12:29:49.500,-70.18,-9.35,-46.4,13.62,1876.0,9761.51,8323.5
416,3.36717486,6.56371535,2017-04-01 12:29:50.500,-72.51,-9.47,-48.7,12.02,1876.0,8761.85,7926.02
417,3.36714096,6.56371854,2017-04-01 12:29:51.500,-72.01,-9.1,-48.24,11.66,1876.0,9612.35,9304.18
418,3.36710973,6.56372019,2017-04-01 12:29:52.500,-75.34,-9.09,-51.72,7.72,1876.0,8977.45,6843.38
419,3.36707833,6.56372333,2017-04-01 12:29:53.500,-78.75,-9.03,-55.03,4.87,1876.0,7592.19,5931.36
420,3.36704669,6.56372667,2017-04-01 12:29:54.500,-80.47,-8.96,-56.83,4.15,1876.0,5514.35,4721.61
421,3.36701751,6.56373038,2017-04-01 12:29:55.500,-76.84,-8.44,-53.22,5.43,1876.0,5064.64,2842.82
422,3.36697667,6.56373667,2017-04-01 12:29:56.500,-73.92,-9.52,-49.92,7.15,1876.0,7281.88,6460.2
423,3.36696518,6.56374159,2017-04-01 12:29:57.500,-76.11,-8.98,-52.51,7.24,1876.0,8794.87,7743.98
424,3.36695883,6.56374475,2017-04-01 12:29:58.500,-73.95,-9.5,-50.16,7.01,1876.0,7196.41,6487.42
425,3.36695824,6.56374508,2017-04-01 12:29:59.500,-77.68,-10.51,-52.64,2.89,1876.0,4398.58,2580.19
426,3.366945,6.56375667,2017-04-01 12:30:00.500,-75.4,-9.45,-51.69,8.44,1876.0,6630.19,5655.57
427,3.36693879,6.56376288,2017-04-01 12:30:01.500,-76.64,-9.42,-52.79,7.13,1876.0,6275.75,5537.98
431,3.353465,6.61091314,2017-04-01 12:48:44.500,-95.3,-9.68,-71.54,9.15,1876.0,5825.15,5603.59
432,3.35346658,6.61092124,2017-04-01 12:48:45.500,-95.58,-9.49,-72.04,8.42,1876.0,6932.15,5725.61
433,3.35347446,6.61093726,2017-04-01 12:48:46.500,-96.69,-9.77,-72.86,7.74,1876.0,6332.83,5573.44
434,3.35348222,6.61095854,2017-04-01 12:48:47.500,-95.79,-9.88,-71.82,7.49,1876.0,6131.12,4513.24
435,3.35349218,6.61098967,2017-04-01 12:48:48.500,-93.77,-9.36,-70.34,8.52,1876.0,5929.94,5354.21
436,3.353506,6.61102817,2017-04-01 12:48:49.500,-95.1,-9.34,-71.68,9.4,1876.0,6324.88,4790.72
437,3.35352279,6.6110681,2017-04-01 12:48:50.500,-95.04,-9.42,-71.58,7.89,1876.0,6186.18,4324.6
438,3.35354286,6.6111165,2017-04-01 12:48:51.500,-96.42,-10.02,-72.3,7.31,1876.0,5509.2,4868.43
439,3.3535645,6.61116345,2017-04-01 12:48:52.500,-97.02,-10.03,-72.94,6.34,1876.0,5146.76,3548.71
440,3.35356833,6.61117167,2017-04-01 12:48:53.500,-95.61,-9.21,-72.32,7.24,1876.0,4380.98,4197.98
441,3.35361176,6.61125853,2017-04-01 12:48:54.500,-94.08,-9.1,-70.89,8.11,1876.0,5864.9,4410.01
442,3.35367514,6.61138264,2017-04-01 12:48:55.500,-94.08,-8.97,-70.98,9.65,1876.0,5219.56,5308.52
443,3.35371979,6.61146676,2017-04-01 12:48:56.500,-93.38,-8.79,-70.34,9.8,1876.0,7203.18,5958.72
444,3.35375094,6.61152478,2017-04-01 12:48:57.500,-91.23,-8.49,-68.34,10.92,1876.0,6221.06,6377.0
445,3.35376,6.61154167,2017-04-01 12:48:58.500,-88.98,-8.35,-66.35,12.39,1876.0,8492.47,6819.57
446,3.35382073,6.6116502,2017-04-01 12:48:59.500,-87.87,-8.61,-65.06,12.8,1876.0,7387.36,7455.07
447,3.35386824,6.61173311,2017-04-01 12:49:00.500,-90.67,-9.26,-67.35,11.66,1876.0,9050.94,6904.19
448,3.35390762,6.61180195,2017-04-01 12:49:01.500,-91.63,-8.96,-68.45,11.39,1876.0,7493.15,5578.13
449,3.35395161,6.61187546,2017-04-01 12:49:02.500,-90.02,-8.65,-67.08,12.41,1876.0,7045.91,5198.04
450,3.35396667,6.6119,2017-04-01 12:49:03.500,-89.32,-9.11,-66.0,12.72,1876.0,8246.25,5287.9
451,3.3540344,6.6120096,2017-04-01 12:49:04.500,-94.23,-8.94,-71.15,7.87,1876.0,6320.62,3922.34
452,3.35408938,6.61210045,2017-04-01 12:49:05.500,-93.42,-9.33,-70.02,8.89,1876.0,5419.88,3703.23
453,3.35413552,6.61217867,2017-04-01 12:49:06.500,-91.09,-8.89,-68.0,11.7,1876.0,5933.81,5790.05
454,3.35417634,6.61224918,2017-04-01 12:49:07.500,-87.13,-8.03,-64.73,14.06,1876.0,8738.19,8013.43
455,3.354195,6.61228167,2017-04-01 12:49:08.500,-89.6,-8.04,-67.37,11.72,1876.0,9458.29,7660.76
456,3.35424629,6.61237116,2017-04-01 12:49:09.500,-90.7,-8.7,-67.92,11.28,1876.0,8168.63,6817.37
457,3.35430626,6.61247141,2017-04-01 12:49:10.500,-94.91,-9.03,-71.69,8.5,1876.0,6538.76,4875.59
458,3.3543489,6.61254027,2017-04-01 12:49:11.500,-95.66,-9.08,-72.43,7.31,1876.0,6390.13,4506.23
459,3.35439055,6.61260754,2017-04-01 12:49:12.500,-95.38,-9.64,-71.65,6.83,1876.0,4826.69,3754.05
460,3.35440667,6.61263333,2017-04-01 12:49:13.500,-95.72,-9.38,-72.26,7.1,1876.0,4365.65,4062.45
461,3.35445123,6.61270482,2017-04-01 12:49:14.500,-92.45,-9.01,-69.28,9.64,1876.0,5367.28,5423.61
462,3.35450834,6.61279465,2017-04-01 12:49:15.500,-93.89,-7.89,-71.82,8.53,1876.0,6140.6,3848.14
463,3.35454753,6.61285232,2017-04-01 12:49:16.500,-90.21,-6.7,-69.44,10.85,1876.0,4804.89,513.08
464,3.35457972,6.61289997,2017-04-01 12:49:17.500,-91.62,-8.63,-68.69,9.8,1876.0,4616.55,3916.52
465,3.35459833,6.61292833,2017-04-01 12:49:18.500,-88.27,-8.49,-65.45,11.77,1876.0,7048.46,6179.23
466,3.35463023,6.61297822,2017-04-01 12:49:19.500,-89.68,-9.21,-66.32,8.81,1876.0,6871.79,4358.71
467,3.35467911,6.61305404,2017-04-01 12:49:20.500,-92.52,-9.6,-68.78,7.11,1876.0,5509.13,3911.14
468,3.35471497,6.61310828,2017-04-01 12:49:21.500,-94.46,-9.39,-70.96,7.82,1876.0,5911.08,5047.96
469,3.35475175,6.61316045,2017-04-01 12:49:22.500,-93.05,-9.65,-69.33,8.21,1876.0,5508.66,5508.43
470,3.35477667,6.61319333,2017-04-01 12:49:23.500,-93.25,-9.0,-70.14,7.54,1876.0,6537.63,4776.11
471,3.35480929,6.61323382,2017-04-01 12:49:24.500,-92.22,-9.04,-69.08,8.34,1876.0,5889.73,4560.8
472,3.35488533,6.61332767,2017-04-01 12:49:25.500,-91.72,-9.36,-68.23,7.93,1876.0,6111.64,4762.29
473,3.35493407,6.61338598,2017-04-01 12:49:26.500,-93.71,-9.56,-70.02,4.87,1876.0,4284.31,3143.16
474,3.35497902,6.61343868,2017-04-01 12:49:27.500,-92.77,-9.23,-69.29,5.67,1876.0,4168.17,3172.66
475,3.3550212,6.61348852,2017-04-01 12:49:28.500,-93.53,-10.16,-68.67,2.29,1876.0,3421.93,2331.42
476,3.35507501,6.61355371,2017-04-01 12:49:29.500,-92.94,-10.0,-68.28,2.18,1876.0,2733.07,2409.42
477,3.35511748,6.61360501,2017-04-01 12:49:30.500,-93.93,-10.53,-68.81,0.56,1876.0,2542.01,1292.46
478,3.35516343,6.61365916,2017-04-01 12:49:31.500,-96.14,-11.93,-69.53,0.74,1876.0,1161.14,1227.86
479,3.35521045,6.61371449,2017-04-01 12:49:32.500,-94.23,-9.08,-71.08,5.3,1876.0,4445.02,4200.75
480,3.35525689,6.61376986,2017-04-01 12:49:33.500,-98.85,-9.18,-75.53,3.0,1876.0,3265.98,2564.89
481,3.35530625,6.61383094,2017-04-01 12:49:34.500,-97.5,-8.36,-75.02,4.98,1876.0,3390.76,3051.08
482,3.3553489,6.61388247,2017-04-01 12:49:35.500,-94.31,-8.6,-71.67,5.95,1876.0,4232.67,4166.9
483,3.35539579,6.61393843,2017-04-01 12:49:36.500,-95.16,-9.1,-72.05,4.62,1876.0,4458.59,3255.3
484,3.3554455,6.61399216,2017-04-01 12:49:37.500,-93.11,-9.19,-69.84,4.98,1876.0,3498.05,3519.56
485,3.35549833,6.6140455,2017-04-01 12:49:38.500,-94.96,-9.33,-71.61,5.64,1876.0,3779.33,3405.61
486,3.35554063,6.6140892,2017-04-01 12:49:39.500,-94.08,-9.35,-70.67,3.9,1876.0,4232.36,3715.17
487,3.35559525,6.61414552,2017-04-01 12:49:40.500,-93.64,-9.57,-69.97,4.48,1876.0,2585.87,1703.87
488,3.35565667,6.61420786,2017-04-01 12:49:41.500,-92.76,-4.71,-73.84,9.25,1876.0,350.1,0.0
490,3.35576656,6.61430722,2017-04-01 12:49:43.500,-90.88,-4.17,-72.7,10.86,1876.0,146.0,11.97
491,3.355825,6.61435667,2017-04-01 12:49:44.500,-89.88,-7.43,-68.43,10.49,1876.0,5485.21,3381.01
492,3.35583703,6.61436743,2017-04-01 12:49:45.500,-86.66,-7.18,-65.48,12.02,1876.0,8170.34,6407.24
493,3.35589833,6.6144225,2017-04-01 12:49:46.500,-87.13,-7.01,-66.1,12.92,1876.0,8119.44,7039.36
494,3.35595319,6.61447262,2017-04-01 12:49:47.500,-89.4,-7.98,-67.4,10.71,1876.0,8077.95,6494.31
495,3.35601208,6.61452494,2017-04-01 12:49:48.500,-92.1,-8.41,-69.67,8.11,1876.0,6344.48,4999.26
496,3.35606287,6.61457287,2017-04-01 12:49:49.500,-90.34,-8.76,-67.53,13.15,1876.0,7168.4,3891.92
497,3.35610458,6.6146139,2017-04-01 12:49:50.500,-89.75,-8.42,-67.01,8.79,1876.0,7068.52,3793.19
498,3.35614598,6.61464919,2017-04-01 12:49:51.500,-94.69,-8.41,-72.03,8.08,1876.0,6933.19,3761.3
499,3.35621173,6.61470594,2017-04-01 12:49:52.500,-97.26,-7.75,-75.18,6.29,1876.0,5352.99,3920.26
500,3.35622833,6.614715,2017-04-01 12:49:53.500,-93.12,-7.84,-71.24,8.78,1876.0,5345.25,5615.04
501,3.35622877,6.614715,2017-04-01 12:49:54.500,-91.41,-8.55,-68.57,11.18,1876.0,8866.76,7871.14
502,3.356245,6.614715,2017-04-01 12:49:55.500,-88.74,-8.8,-65.88,14.04,1876.0,10313.67,8278.42
503,3.35624981,6.6147118,2017-04-01 12:49:56.500,-90.04,-8.82,-67.07,13.64,1876.0,10315.31,7133.98
504,3.35625,6.61471167,2017-04-01 12:49:57.500,-89.95,-8.83,-67.1,13.11,1876.0,10666.99,9092.9
505,3.35625,6.61471167,2017-04-01 12:49:58.500,-88.45,-8.92,-65.51,12.43,1876.0,10928.57,9003.6
506,3.35625,6.61471167,2017-04-01 12:49:59.500,-86.13,-8.14,-63.95,12.67,1876.0,10680.52,9780.36
507,3.35625,6.61471167,2017-04-01 12:50:00.500,-84.25,-7.9,-62.34,14.05,1876.0,11891.58,11260.27
508,3.35625,6.61471167,2017-04-01 12:50:01.500,-86.62,-7.84,-64.77,12.68,1876.0,12237.05,10334.28
509,3.35625,6.61471167,2017-04-01 12:50:02.500,-86.15,-7.91,-64.23,13.03,1876.0,10928.79,9579.03
510,3.35624841,6.61471167,2017-04-01 12:50:03.500,-88.74,-8.57,-66.15,10.37,1876.0,10117.04,8199.67
511,3.35624833,6.61471167,2017-04-01 12:50:04.500,-88.45,-8.35,-66.09,10.35,1876.0,9457.5,8103.07
512,3.35624833,6.61471167,2017-04-01 12:50:05.500,-87.84,-8.5,-65.24,12.5,1876.0,9113.87,8314.04
513,3.35624833,6.61471167,2017-04-01 12:50:06.500,-91.89,-8.21,-69.5,9.25,1876.0,8121.52,6228.35
514,3.35624693,6.61471026,2017-04-01 12:50:07.500,-94.1,-8.46,-71.13,8.09,1876.0,7381.79,5882.39
515,3.35624667,6.61471,2017-04-01 12:50:08.500,-97.16,-9.0,-74.01,4.86,1876.0,3948.06,3338.9
516,3.35624009,6.61470737,2017-04-01 12:50:09.500,-96.01,-9.27,-72.37,4.67,1876.0,4387.96,3879.08
517,3.35623833,6.61470667,2017-04-01 12:50:10.500,-95.79,-8.97,-72.27,4.71,1876.0,4051.77,3253.47
518,3.3562439,6.61471084,2017-04-01 12:50:11.500,-92.0,-8.98,-68.93,6.74,1876.0,5135.14,5155.25
519,3.35625844,6.61472267,2017-04-01 12:50:12.500,-91.76,-8.77,-68.88,10.3,1876.0,5641.35,4932.49
520,3.35626333,6.61472667,2017-04-01 12:50:13.500,-90.74,-8.55,-67.83,10.94,1876.0,7478.72,6716.23
