RSRP,RSRQ,RSSI,PCC_SINR,PCC_PHY_Thruput_DL,PDCP_Thruput_DL
-89.69,-8.08,-67.43,10.49,8626.42,7392.03
-89.69,-8.08,-67.43,10.49,8626.42,7392.03
-89.69,-8.08,-67.43,10.49,8626.42,7392.03
-90.13,-7.83,-68.12,10.37,7743.81,5101.14
-90.13,-7.83,-68.12,10.37,7743.81,5101.14
-90.13,-7.83,-68.12,10.37,7743.81,5101.14
-90.13,-7.83,-68.12,10.37,7743.81,5101.14
-87.2,-9.1,-63.99,13.06,9934.6,8538.55
-87.2,-9.1,-63.99,13.06,9934.6,8538.55
-87.2,-9.1,-63.99,13.06,9934.6,8538.55
-87.2,-9.1,-63.99,13.06,9934.6,8538.55
-88.2,-8.92,-65.13,11.55,8711.1,7746.15
-88.2,-8.92,-65.13,11.55,8711.1,7746.15
-88.2,-8.92,-65.13,11.55,8711.1,7746.15
-88.2,-8.92,-65.13,11.55,8711.1,7746.15
-88.32,-8.87,-65.31,12.66,9157.91,7232.87
-88.32,-8.87,-65.31,12.66,9157.91,7232.87
-88.32,-8.87,-65.31,12.66,9157.91,7232.87
-88.32,-8.87,-65.31,12.66,9157.91,7232.87
-85.58,-8.53,-63.05,13.44,10145.32,9618.79
-85.58,-8.53,-63.05,13.44,10145.32,9618.79
-85.58,-8.53,-63.05,13.44,10145.32,9618.79
-85.58,-8.53,-63.05,13.44,10145.32,9618.79
-87.12,-7.6,-65.46,12.57,8747.58,8366.25
-87.12,-7.6,-65.46,12.57,8747.58,8366.25
-87.12,-7.6,-65.46,12.57,8747.58,8366.25
-87.12,-7.6,-65.46,12.57,8747.58,8366.25
-90.66,-8.75,-67.67,8.51,6976.91,6395.95
-90.66,-8.75,-67.67,8.51,6976.91,6395.95
-90.66,-8.75,-67.67,8.51,6976.91,6395.95
-90.66,-8.75,-67.67,8.51,6976.91,6395.95
-90.79,-8.8,-67.88,9.09,6021.4,5399.39
-90.79,-8.8,-67.88,9.09,6021.4,5399.39
-90.79,-8.8,-67.88,9.09,6021.4,5399.39
-90.79,-8.8,-67.88,9.09,6021.4,5399.39
-91.04,-9.17,-67.74,6.94,6108.31,5675.44
-91.04,-9.17,-67.74,6.94,6108.31,5675.44
-91.04,-9.17,-67.74,6.94,6108.31,5675.44
-91.04,-9.17,-67.74,6.94,6108.31,5675.44
-91.88,-8.46,-69.33,6.97,5499.17,4936.6
-91.88,-8.46,-69.33,6.97,5499.17,4936.6
-91.88,-8.46,-69.33,6.97,5499.17,4936.6
-91.88,-8.46,-69.33,6.97,5499.17,4936.6
-92.45,-8.49,-69.61,7.03,5658.07,5103.27
-92.45,-8.49,-69.61,7.03,5658.07,5103.27
-92.45,-8.49,-69.61,7.03,5658.07,5103.27
-92.45,-8.49,-69.61,7.03,5658.07,5103.27
-92.14,-8.32,-69.47,7.51,5603.06,5147.63
-92.14,-8.32,-69.47,7.51,5603.06,5147.63
-92.14,-8.32,-69.47,7.51,5603.06,5147.63
-92.14,-8.32,-69.47,7.51,5603.06,5147.63
-89.3,-8.84,-66.28,9.34,5998.83,5254.58
-89.3,-8.84,-66.28,9.34,5998.83,5254.58
-89.3,-8.84,-66.28,9.34,5998.83,5254.58
-89.3,-8.84,-66.28,9.34,5998.83,5254.58
-89.18,-8.69,-66.32,9.18,6340.84,5676.57
-89.18,-8.69,-66.32,9.18,6340.84,5676.57
-89.18,-8.69,-66.32,9.18,6340.84,5676.57
-89.18,-8.69,-66.32,9.18,6340.84,5676.57
-90.67,-8.61,-67.84,7.34,6120.43,5236.39
-90.67,-8.61,-67.84,7.34,6120.43,5236.39
-90.67,-8.61,-67.84,7.34,6120.43,5236.39
-90.67,-8.61,-67.84,7.34,6120.43,5236.39
-91.7,-8.4,-69.08,8.54,5586.5,4271.12
-91.7,-8.4,-69.08,8.54,5586.5,4271.12
-91.7,-8.4,-69.08,8.54,5586.5,4271.12
-91.7,-8.4,-69.08,8.54,5586.5,4271.12
-90.99,-8.76,-68.13,7.87,5647.61,5030.13
-90.99,-8.76,-68.13,7.87,5647.61,5030.13
-90.99,-8.76,-68.13,7.87,5647.61,5030.13
-90.99,-8.76,-68.13,7.87,5647.61,5030.13
-93.25,-8.34,-70.69,8.5,5584.32,4839.29
-93.25,-8.34,-70.69,8.5,5584.32,4839.29
-93.25,-8.34,-70.69,8.5,5584.32,4839.29
-93.25,-8.34,-70.69,8.5,5584.32,4839.29
-97.22,-8.24,-74.84,7.22,6226.94,5369.84
-97.22,-8.24,-74.84,7.22,6226.94,5369.84
-97.22,-8.24,-74.84,7.22,6226.94,5369.84
-97.22,-8.24,-74.84,7.22,6226.94,5369.84
-91.91,-8.69,-68.96,6.83,4968.08,4529.54
-91.91,-8.69,-68.96,6.83,4968.08,4529.54
-91.91,-8.69,-68.96,6.83,4968.08,4529.54
-91.91,-8.69,-68.96,6.83,4968.08,4529.54
-89.94,-8.93,-66.62,7.86,4964.53,4665.88
-89.94,-8.93,-66.62,7.86,4964.53,4665.88
-89.94,-8.93,-66.62,7.86,4964.53,4665.88
-89.94,-8.93,-66.62,7.86,4964.53,4665.88
-91.67,-9.09,-68.27,7.77,5135.58,4258.2
-91.67,-9.09,-68.27,7.77,5135.58,4258.2
-91.67,-9.09,-68.27,7.77,5135.58,4258.2
-91.67,-9.09,-68.27,7.77,5135.58,4258.2
-92.51,-8.19,-69.69,6.14,3617.21,3339.22
-92.51,-8.19,-69.69,6.14,3617.21,3339.22
-92.51,-8.19,-69.69,6.14,3617.21,3339.22
-92.51,-8.19,-69.69,6.14,3617.21,3339.22
-91.7,-8.1,-69.17,7.6,3829.58,3030.59
-91.7,-8.1,-69.17,7.6,3829.58,3030.59
-91.7,-8.1,-69.17,7.6,3829.58,3030.59
-91.7,-8.1,-69.17,7.6,3829.58,3030.59
-91.67,-9.51,-67.79,6.29,4881.29,4118.7
-91.67,-9.51,-67.79,6.29,4881.29,4118.7
-91.67,-9.51,-67.79,6.29,4881.29,4118.7
-91.67,-9.51,-67.79,6.29,4881.29,4118.7
-90.55,-8.54,-67.75,7.64,3979.18,3391.94
-90.55,-8.54,-67.75,7.64,3979.18,3391.94
-90.55,-8.54,-67.75,7.64,3979.18,3391.94
-90.55,-8.54,-67.75,7.64,3979.18,3391.94
-91.74,-8.19,-69.13,6.87,4029.7,3232.95
-91.74,-8.19,-69.13,6.87,4029.7,3232.95
-91.74,-8.19,-69.13,6.87,4029.7,3232.95
-91.74,-8.19,-69.13,6.87,4029.7,3232.95
-91.02,-8.36,-68.27,7.05,4052.96,3232.04
-91.02,-8.36,-68.27,7.05,4052.96,3232.04
-91.02,-8.36,-68.27,7.05,4052.96,3232.04
-91.02,-8.36,-68.27,7.05,4052.96,3232.04
-91.28,-8.52,-68.51,6.54,5175.94,4681.21
-91.28,-8.52,-68.51,6.54,5175.94,4681.21
-91.28,-8.52,-68.51,6.54,5175.94,4681.21
-91.28,-8.52,-68.51,6.54,5175.94,4681.21
-92.58,-8.64,-69.81,6.11,4280.12,3311.47
-92.58,-8.64,-69.81,6.11,4280.12,3311.47
-92.58,-8.64,-69.81,6.11,4280.12,3311.47
-92.58,-8.64,-69.81,6.11,4280.12,3311.47
-92.68,-8.87,-69.74,5.54,4072.44,2562.17
-92.68,-8.87,-69.74,5.54,4072.44,2562.17
-92.68,-8.87,-69.74,5.54,4072.44,2562.17
-92.68,-8.87,-69.74,5.54,4072.44,2562.17
-91.79,-8.64,-68.98,6.45,3972.68,2498.78
-91.79,-8.64,-68.98,6.45,3972.68,2498.78
-91.79,-8.64,-68.98,6.45,3972.68,2498.78
-91.79,-8.64,-68.98,6.45,3972.68,2498.78
-91.85,-9.19,-68.52,5.47,4593.87,3667.6
-91.85,-9.19,-68.52,5.47,4593.87,3667.6
-91.85,-9.19,-68.52,5.47,4593.87,3667.6
-91.85,-9.19,-68.52,5.47,4593.87,3667.6
-92.48,-9.09,-69.29,4.81,3928.95,3532.48
-92.48,-9.09,-69.29,4.81,3928.95,3532.48
-92.48,-9.09,-69.29,4.81,3928.95,3532.48
-92.48,-9.09,-69.29,4.81,3928.95,3532.48
-91.5,-8.69,-68.62,6.17,4829.67,4009.9
-91.5,-8.69,-68.62,6.17,4829.67,4009.9
-91.5,-8.69,-68.62,6.17,4829.67,4009.9
-91.5,-8.69,-68.62,6.17,4829.67,4009.9
-90.73,-8.89,-67.75,6.75,5709.47,4931.7
-90.73,-8.89,-67.75,6.75,5709.47,4931.7
-90.73,-8.89,-67.75,6.75,5709.47,4931.7
-90.73,-8.89,-67.75,6.75,5709.47,4931.7
-90.11,-8.6,-67.42,7.2,5666.36,4885.56
-90.11,-8.6,-67.42,7.2,5666.36,4885.56
-90.11,-8.6,-67.42,7.2,5666.36,4885.56
-90.11,-8.6,-67.42,7.2,5666.36,4885.56
-91.9,-8.65,-69.08,6.65,5115.28,4718.88
-91.9,-8.65,-69.08,6.65,5115.28,4718.88
-91.9,-8.65,-69.08,6.65,5115.28,4718.88
-91.9,-8.65,-69.08,6.65,5115.28,4718.88
-91.6,-8.5,-68.91,6.23,4936.12,4536.89
-91.6,-8.5,-68.91,6.23,4936.12,4536.89
-91.6,-8.5,-68.91,6.23,4936.12,4536.89
-91.6,-8.5,-68.91,6.23,4936.12,4536.89
-92.02,-8.69,-69.06,5.51,4960.17,4250.25
-92.02,-8.69,-69.06,5.51,4960.17,4250.25
-92.02,-8.69,-69.06,5.51,4960.17,4250.25
-92.02,-8.69,-69.06,5.51,4960.17,4250.25
-90.21,-8.93,-67.15,7.26,5117.68,4432.01
-90.21,-8.93,-67.15,7.26,5117.68,4432.01
-90.21,-8.93,-67.15,7.26,5117.68,4432.01
-90.21,-8.93,-67.15,7.26,5117.68,4432.01
-85.1,-7.83,-62.95,11.61,6544.69,5544.9
-85.1,-7.83,-62.95,11.61,6544.69,5544.9
-85.1,-7.83,-62.95,11.61,6544.69,5544.9
-85.1,-7.83,-62.95,11.61,6544.69,5544.9
-83.75,-7.68,-61.73,11.97,9239.33,7633.79
-83.75,-7.68,-61.73,11.97,9239.33,7633.79
-83.75,-7.68,-61.73,11.97,9239.33,7633.79
-83.75,-7.68,-61.73,11.97,9239.33,7633.79
-89.17,-8.32,-66.66,8.28,7270.04,6911.02
-89.17,-8.32,-66.66,8.28,7270.04,6911.02
-89.17,-8.32,-66.66,8.28,7270.04,6911.02
-89.17,-8.32,-66.66,8.28,7270.04,6911.02
-88.99,-8.6,-66.28,8.44,5684.34,3792.05
-88.99,-8.6,-66.28,8.44,5684.34,3792.05
-88.99,-8.6,-66.28,8.44,5684.34,3792.05
-88.99,-8.6,-66.28,8.44,5684.34,3792.05
-89.26,-9.27,-65.74,5.66,4344.88,3105.58
-89.26,-9.27,-65.74,5.66,4344.88,3105.58
-89.26,-9.27,-65.74,5.66,4344.88,3105.58
-89.26,-9.27,-65.74,5.66,4344.88,3105.58
-89.08,-9.24,-65.57,6.35,4216.05,2361.18
-89.08,-9.24,-65.57,6.35,4216.05,2361.18
-89.08,-9.24,-65.57,6.35,4216.05,2361.18
-89.08,-9.24,-65.57,6.35,4216.05,2361.18
-88.57,-9.19,-65.06,6.57,5095.75,2983.75
-88.57,-9.19,-65.06,6.57,5095.75,2983.75
-88.57,-9.19,-65.06,6.57,5095.75,2983.75
-88.57,-9.19,-65.06,6.57,5095.75,2983.75
-90.09,-9.85,-65.96,3.95,4441.82,3961.29
-90.09,-9.85,-65.96,3.95,4441.82,3961.29
-90.09,-9.85,-65.96,3.95,4441.82,3961.29
-90.09,-9.85,-65.96,3.95,4441.82,3961.29
-91.17,-10.38,-66.26,2.4,2911.74,1968.78
-91.17,-10.38,-66.26,2.4,2911.74,1968.78
-91.17,-10.38,-66.26,2.4,2911.74,1968.78
-91.17,-10.38,-66.26,2.4,2911.74,1968.78
-89.16,-9.5,-65.37,4.25,3255.48,2446.2
-89.16,-9.5,-65.37,4.25,3255.48,2446.2
-89.16,-9.5,-65.37,4.25,3255.48,2446.2
-89.16,-9.5,-65.37,4.25,3255.48,2446.2
-89.35,-10.05,-64.81,3.2,3277.72,2311.83
-89.35,-10.05,-64.81,3.2,3277.72,2311.83
-89.35,-10.05,-64.81,3.2,3277.72,2311.83
-89.35,-10.05,-64.81,3.2,3277.72,2311.83
-89.1,-9.79,-64.99,3.65,3516.44,2382.04
-89.1,-9.79,-64.99,3.65,3516.44,2382.04
-89.1,-9.79,-64.99,3.65,3516.44,2382.04
-89.1,-9.79,-64.99,3.65,3516.44,2382.04
-90.17,-9.49,-66.36,2.18,2543.04,820.13
-90.17,-9.49,-66.36,2.18,2543.04,820.13
-90.17,-9.49,-66.36,2.18,2543.04,820.13
-90.17,-9.49,-66.36,2.18,2543.04,820.13
-89.45,-8.52,-66.74,5.45,3268.35,1823.2
-89.45,-8.52,-66.74,5.45,3268.35,1823.2
-89.45,-8.52,-66.74,5.45,3268.35,1823.2
-89.45,-8.52,-66.74,5.45,3268.35,1823.2
-90.5,-9.69,-66.56,4.14,3480.51,2841.93
-90.5,-9.69,-66.56,4.14,3480.51,2841.93
-90.5,-9.69,-66.56,4.14,3480.51,2841.93
-90.5,-9.69,-66.56,4.14,3480.51,2841.93
-90.92,-8.6,-68.06,7.91,4131.85,2665.65
-90.92,-8.6,-68.06,7.91,4131.85,2665.65
-90.92,-8.6,-68.06,7.91,4131.85,2665.65
-90.92,-8.6,-68.06,7.91,4131.85,2665.65
-93.54,-8.76,-70.5,5.51,4438.84,3544.82
-93.54,-8.76,-70.5,5.51,4438.84,3544.82
-93.54,-8.76,-70.5,5.51,4438.84,3544.82
-93.54,-8.76,-70.5,5.51,4438.84,3544.82
-96.4,-9.81,-72.02,2.1,2039.17,1590.28
-96.4,-9.81,-72.02,2.1,2039.17,1590.28
-96.4,-9.81,-72.02,2.1,2039.17,1590.28
-96.4,-9.81,-72.02,2.1,2039.17,1590.28
-95.33,-9.32,-71.44,2.93,2197.21,1465.39
-95.33,-9.32,-71.44,2.93,2197.21,1465.39
-95.33,-9.32,-71.44,2.93,2197.21,1465.39
-95.33,-9.32,-71.44,2.93,2197.21,1465.39
-94.7,-9.44,-70.72,2.86,2352.32,1842.81
-94.7,-9.44,-70.72,2.86,2352.32,1842.81
-94.7,-9.44,-70.72,2.86,2352.32,1842.81
-94.7,-9.44,-70.72,2.86,2352.32,1842.81
-92.74,-8.77,-69.51,4.56,2990.42,2126.31
-92.74,-8.77,-69.51,4.56,2990.42,2126.31
-92.74,-8.77,-69.51,4.56,2990.42,2126.31
-92.74,-8.77,-69.51,4.56,2990.42,2126.31
-93.18,-9.1,-69.72,3.66,2749.75,1973.21
-93.18,-9.1,-69.72,3.66,2749.75,1973.21
-93.18,-9.1,-69.72,3.66,2749.75,1973.21
-93.18,-9.1,-69.72,3.66,2749.75,1973.21
-94.43,-8.5,-71.66,4.86,3395.73,2134.36
-94.43,-8.5,-71.66,4.86,3395.73,2134.36
-94.43,-8.5,-71.66,4.86,3395.73,2134.36
-94.43,-8.5,-71.66,4.86,3395.73,2134.36
-93.53,-8.59,-70.6,4.46,3446.88,2745.38
-93.53,-8.59,-70.6,4.46,3446.88,2745.38
-93.53,-8.59,-70.6,4.46,3446.88,2745.38
-93.53,-8.59,-70.6,4.46,3446.88,2745.38
-92.67,-8.61,-69.81,4.56,3479.41,2617.46
-92.67,-8.61,-69.81,4.56,3479.41,2617.46
-92.67,-8.61,-69.81,4.56,3479.41,2617.46
-92.67,-8.61,-69.81,4.56,3479.41,2617.46
-93.75,-8.47,-70.76,4.87,3747.26,2653.98
-93.75,-8.47,-70.76,4.87,3747.26,2653.98
-93.75,-8.47,-70.76,4.87,3747.26,2653.98
-93.75,-8.47,-70.76,4.87,3747.26,2653.98
-95.06,-7.94,-72.58,5.03,3839.4,3086.49
-95.06,-7.94,-72.58,5.03,3839.4,3086.49
-95.06,-7.94,-72.58,5.03,3839.4,3086.49
-95.06,-7.94,-72.58,5.03,3839.4,3086.49
-94.78,-7.86,-72.59,6.83,4273.04,3051.32
-94.78,-7.86,-72.59,6.83,4273.04,3051.32
-94.78,-7.86,-72.59,6.83,4273.04,3051.32
-94.78,-7.86,-72.59,6.83,4273.04,3051.32
-92.14,-8.01,-70.03,6.55,5008.92,4107.96
-92.14,-8.01,-70.03,6.55,5008.92,4107.96
-92.14,-8.01,-70.03,6.55,5008.92,4107.96
-92.14,-8.01,-70.03,6.55,5008.92,4107.96
-92.2,-7.97,-69.97,7.67,4608.32,4158.45
-92.2,-7.97,-69.97,7.67,4608.32,4158.45
-92.2,-7.97,-69.97,7.67,4608.32,4158.45
-92.2,-7.97,-69.97,7.67,4608.32,4158.45
-91.43,-7.76,-69.35,8.71,5866.9,5169.82
-91.43,-7.76,-69.35,8.71,5866.9,5169.82
-91.43,-7.76,-69.35,8.71,5866.9,5169.82
-91.43,-7.76,-69.35,8.71,5866.9,5169.82
-92.08,-8.33,-69.54,8.53,5877.46,4997.12
-92.08,-8.33,-69.54,8.53,5877.46,4997.12
-92.08,-8.33,-69.54,8.53,5877.46,4997.12
-92.08,-8.33,-69.54,8.53,5877.46,4997.12
-89.9,-8.14,-67.44,9.99,6809.5,6123.84
-89.9,-8.14,-67.44,9.99,6809.5,6123.84
-89.9,-8.14,-67.44,9.99,6809.5,6123.84
-89.9,-8.14,-67.44,9.99,6809.5,6123.84
-89.12,-7.79,-67.02,11.21,7622.77,6696.84
-89.12,-7.79,-67.02,11.21,7622.77,6696.84
-89.12,-7.79,-67.02,11.21,7622.77,6696.84
-89.12,-7.79,-67.02,11.21,7622.77,6696.84
-87.91,-8.03,-65.63,10.79,8590.32,7608.65
-87.91,-8.03,-65.63,10.79,8590.32,7608.65
-87.91,-8.03,-65.63,10.79,8590.32,7608.65
-87.91,-8.03,-65.63,10.79,8590.32,7608.65
-88.05,-8.75,-65.21,11.2,7878.25,7255.91
-88.05,-8.75,-65.21,11.2,7878.25,7255.91
-88.05,-8.75,-65.21,11.2,7878.25,7255.91
-88.05,-8.75,-65.21,11.2,7878.25,7255.91
-86.56,-8.58,-63.88,12.68,9377.91,7938.63
-86.56,-8.58,-63.88,12.68,9377.91,7938.63
-86.56,-8.58,-63.88,12.68,9377.91,7938.63
-86.56,-8.58,-63.88,12.68,9377.91,7938.63
-90.26,-8.59,-67.53,11.55,8566.53,7669.56
-90.26,-8.59,-67.53,11.55,8566.53,7669.56
-90.26,-8.59,-67.53,11.55,8566.53,7669.56
-90.26,-8.59,-67.53,11.55,8566.53,7669.56
-93.75,-7.88,-71.74,8.36,7165.42,6998
-93.75,-7.88,-71.74,8.36,7165.42,6998
-93.75,-7.88,-71.74,8.36,7165.42,6998
-93.75,-7.88,-71.74,8.36,7165.42,6998
-96.01,-8.05,-73.71,7.8,5443.2,4834.95
-96.01,-8.05,-73.71,7.8,5443.2,4834.95
-96.01,-8.05,-73.71,7.8,5443.2,4834.95
-96.01,-8.05,-73.71,7.8,5443.2,4834.95
-96.12,-7.85,-73.78,5.89,5087.41,4777.68
-96.12,-7.85,-73.78,5.89,5087.41,4777.68
-96.12,-7.85,-73.78,5.89,5087.41,4777.68
-96.12,-7.85,-73.78,5.89,5087.41,4777.68
-96.4,-7.15,-74.73,6.43,4768.3,3966.33
-96.4,-7.15,-74.73,6.43,4768.3,3966.33
-96.4,-7.15,-74.73,6.43,4768.3,3966.33
-96.4,-7.15,-74.73,6.43,4768.3,3966.33
-97.62,-7.43,-74.91,5.66,4102.79,3782.61
-97.62,-7.43,-74.91,5.66,4102.79,3782.61
-97.62,-7.43,-74.91,5.66,4102.79,3782.61
-97.62,-7.43,-74.91,5.66,4102.79,3782.61
-98.18,-7.34,-75.87,4.93,3654.43,3264.01
-98.18,-7.34,-75.87,4.93,3654.43,3264.01
-98.18,-7.34,-75.87,4.93,3654.43,3264.01
-98.18,-7.34,-75.87,4.93,3654.43,3264.01
-101.05,-7.67,-79.07,4.1,3461.68,3134.64
-101.05,-7.67,-79.07,4.1,3461.68,3134.64
-101.05,-7.67,-79.07,4.1,3461.68,3134.64
-101.05,-7.67,-79.07,4.1,3461.68,3134.64
-101.61,-7.54,-79.94,1.68,3007.34,2631.47
-101.61,-7.54,-79.94,1.68,3007.34,2631.47
-101.61,-7.54,-79.94,1.68,3007.34,2631.47
-101.61,-7.54,-79.94,1.68,3007.34,2631.47
-98.57,-8.36,-76.2,4.13,3398.29,2484.91
-98.57,-8.36,-76.2,4.13,3398.29,2484.91
-98.57,-8.36,-76.2,4.13,3398.29,2484.91
-98.57,-8.36,-76.2,4.13,3398.29,2484.91
-102.59,-7.38,-81.05,1.95,2297.77,2559.31
-102.59,-7.38,-81.05,1.95,2297.77,2559.31
-102.59,-7.38,-81.05,1.95,2297.77,2559.31
-102.59,-7.38,-81.05,1.95,2297.77,2559.31
-101.25,-8.19,-78.99,1.4,2262.66,1080.27
-101.25,-8.19,-78.99,1.4,2262.66,1080.27
-101.25,-8.19,-78.99,1.4,2262.66,1080.27
-101.25,-8.19,-78.99,1.4,2262.66,1080.27
-98.78,-7.26,-76.77,1.15,2488.15,1753.9
-98.78,-7.26,-76.77,1.15,2488.15,1753.9
-98.78,-7.26,-76.77,1.15,2488.15,1753.9
-98.78,-7.26,-76.77,1.15,2488.15,1753.9
-100.83,-6.72,-78.57,1.84,2274.49,1650.23
-100.83,-6.72,-78.57,1.84,2274.49,1650.23
-100.83,-6.72,-78.57,1.84,2274.49,1650.23
-100.83,-6.72,-78.57,1.84,2274.49,1650.23
-100.98,-7.23,-78.33,-0.69,2242.57,1615.28
-100.98,-7.23,-78.33,-0.69,2242.57,1615.28
-100.98,-7.23,-78.33,-0.69,2242.57,1615.28
-100.98,-7.23,-78.33,-0.69,2242.57,1615.28
-99.49,-6.51,-78.23,1.98,2179.15,807.77
-99.49,-6.51,-78.23,1.98,2179.15,807.77
-99.49,-6.51,-78.23,1.98,2179.15,807.77
-99.49,-6.51,-78.23,1.98,2179.15,807.77
-98.47,-5.8,-78.51,4.17,3271.02,1580.93
-98.47,-5.8,-78.51,4.17,3271.02,1580.93
-98.47,-5.8,-78.51,4.17,3271.02,1580.93
-98.47,-5.8,-78.51,4.17,3271.02,1580.93
-100.69,-6.7,-79.89,1.65,2450.54,1003.98
-100.69,-6.7,-79.89,1.65,2450.54,1003.98
-100.69,-6.7,-79.89,1.65,2450.54,1003.98
-100.69,-6.7,-79.89,1.65,2450.54,1003.98
-100.22,-6.44,-78.97,0.99,2404.93,599.97
-100.22,-6.44,-78.97,0.99,2404.93,599.97
-100.22,-6.44,-78.97,0.99,2404.93,599.97
-100.22,-6.44,-78.97,0.99,2404.93,599.97
-100.32,-6.74,-78.99,1.94,2897.96,1246.08
-100.32,-6.74,-78.99,1.94,2897.96,1246.08
-100.32,-6.74,-78.99,1.94,2897.96,1246.08
-100.32,-6.74,-78.99,1.94,2897.96,1246.08
-101.33,-7.52,-79.59,0.25,2271.32,1057.59
-101.33,-7.52,-79.59,0.25,2271.32,1057.59
-101.33,-7.52,-79.59,0.25,2271.32,1057.59
-101.33,-7.52,-79.59,0.25,2271.32,1057.59
-97.81,-7.62,-75.93,-1.2,181.14,0
-97.81,-7.62,-75.93,-1.2,181.14,0
-97.81,-7.62,-75.93,-1.2,181.14,0
-97.81,-7.62,-75.93,-1.2,181.14,0
-95.5,-6.77,-74.25,1.17,68,0
-95.5,-6.77,-74.25,1.17,68,0
-95.5,-6.77,-74.25,1.17,68,0
-95.5,-6.77,-74.25,1.17,68,0
-93.57,-6.26,-72.59,1.08,80,0
-93.57,-6.26,-72.59,1.08,80,0
-93.57,-6.26,-72.59,1.08,80,0
-93.57,-6.26,-72.59,1.08,80,0
-91.86,-4.46,-72.92,3.1,96,0
-91.86,-4.46,-72.92,3.1,96,0
-91.86,-4.46,-72.92,3.1,96,0
-91.86,-4.46,-72.92,3.1,96,0
-91.44,-6.98,-69.96,2.08,2949.07,46.15
-91.44,-6.98,-69.96,2.08,2949.07,46.15
-91.44,-6.98,-69.96,2.08,2949.07,46.15
-91.44,-6.98,-69.96,2.08,2949.07,46.15
-90.75,-7.55,-68.9,3.29,3944.29,3050.04
-90.75,-7.55,-68.9,3.29,3944.29,3050.04
-90.75,-7.55,-68.9,3.29,3944.29,3050.04
-90.75,-7.55,-68.9,3.29,3944.29,3050.04
-91.24,-7.13,-69.92,4.65,4812.14,4162.08
-91.24,-7.13,-69.92,4.65,4812.14,4162.08
-91.24,-7.13,-69.92,4.65,4812.14,4162.08
-91.24,-7.13,-69.92,4.65,4812.14,4162.08
-91.33,-8.32,-68.82,6.59,5449.27,4545.47
-91.33,-8.32,-68.82,6.59,5449.27,4545.47
-91.33,-8.32,-68.82,6.59,5449.27,4545.47
-91.33,-8.32,-68.82,6.59,5449.27,4545.47
-91.29,-8.42,-68.79,6.49,6354.33,5550.56
-91.29,-8.42,-68.79,6.49,6354.33,5550.56
-91.29,-8.42,-68.79,6.49,6354.33,5550.56
-91.29,-8.42,-68.79,6.49,6354.33,5550.56
-93.63,-7.42,-71.94,6.17,5204.64,4720.26
-93.63,-7.42,-71.94,6.17,5204.64,4720.26
-93.63,-7.42,-71.94,6.17,5204.64,4720.26
-93.63,-7.42,-71.94,6.17,5204.64,4720.26
-95.77,-7.31,-74.22,4.39,4094.45,3677.37
-95.77,-7.31,-74.22,4.39,4094.45,3677.37
-95.77,-7.31,-74.22,4.39,4094.45,3677.37
-95.77,-7.31,-74.22,4.39,4094.45,3677.37
-94.65,-6.52,-74.03,5.75,5047.61,4315.38
-94.65,-6.52,-74.03,5.75,5047.61,4315.38
-94.65,-6.52,-74.03,5.75,5047.61,4315.38
-94.65,-6.52,-74.03,5.75,5047.61,4315.38
-95.02,-7.55,-73.2,6.3,5774.7,4694.76
-95.02,-7.55,-73.2,6.3,5774.7,4694.76
-95.02,-7.55,-73.2,6.3,5774.7,4694.76
-95.02,-7.55,-73.2,6.3,5774.7,4694.76
-98.98,-8.57,-76.07,2.71,3423.87,3059.86
-98.98,-8.57,-76.07,2.71,3423.87,3059.86
-98.98,-8.57,-76.07,2.71,3423.87,3059.86
-98.98,-8.57,-76.07,2.71,3423.87,3059.86
-99.89,-7.53,-78.16,3.13,3355.66,944.06
-99.89,-7.53,-78.16,3.13,3355.66,944.06
-99.89,-7.53,-78.16,3.13,3355.66,944.06
-99.89,-7.53,-78.16,3.13,3355.66,944.06
-95.4,-5.7,-75.33,7.58,316.8,0
-95.4,-5.7,-75.33,7.58,316.8,0
-95.4,-5.7,-75.33,7.58,316.8,0
-95.4,-5.7,-75.33,7.58,316.8,0
-95.09,-4.13,-76.8,7.8,160,0
-95.09,-4.13,-76.8,7.8,160,0
-95.09,-4.13,-76.8,7.8,160,0
-95.09,-4.13,-76.8,7.8,160,0
-92.23,-4.09,-73.79,9.87,164,0
-92.23,-4.09,-73.79,9.87,164,0
-92.23,-4.09,-73.79,9.87,164,0
-92.23,-4.09,-73.79,9.87,164,0
-91.53,-4.37,-73.06,9.63,160,0
-91.53,-4.37,-73.06,9.63,160,0
-91.53,-4.37,-73.06,9.63,160,0
-91.53,-4.37,-73.06,9.63,160,0
-89.59,-3.03,-72.26,10.16,120,0
-89.59,-3.03,-72.26,10.16,120,0
-89.59,-3.03,-72.26,10.16,120,0
-89.59,-3.03,-72.26,10.16,120,0
-91.67,-2.84,-74.4,7.9,133.33,0
-91.67,-2.84,-74.4,7.9,133.33,0
-91.67,-2.84,-74.4,7.9,133.33,0
-91.67,-2.84,-74.4,7.9,133.33,0
-88.09,-2.9,-71.01,10.94,160,0
-88.09,-2.9,-71.01,10.94,160,0
-88.09,-2.9,-71.01,10.94,160,0
-88.09,-2.9,-71.01,10.94,160,0
-87.44,-4.6,-68.73,12.27,208,0
-87.44,-4.6,-68.73,12.27,208,0
-87.44,-4.6,-68.73,12.27,208,0
