RSRP,RSRQ,RSSI,PCC_PHY_Thruput_DL,PDCP_Thruput_DL
-74.68,-8.5,-52.0,7007.75,8073.12
-74.68,-8.5,-52.0,7007.75,8073.12
-74.25,-8.42,-51.55,9504.74,7741.5
-74.25,-8.42,-51.55,9504.74,7741.5
-75.9,-8.22,-53.53,8810.28,6663.6
-75.9,-8.22,-53.53,8810.28,6663.6
-71.58,-8.62,-48.82,6987.98,6593.48
-71.58,-8.62,-48.82,6987.98,6593.48
-70.31,-8.77,-47.22,8762.0,6789.95
-70.31,-8.77,-47.22,8762.0,6789.95
-68.43,-8.11,-46.0,7234.25,7319.2
-68.43,-8.11,-46.0,7234.25,7319.2
-70.4,-8.4,-47.74,8457.84,7546.03
-70.4,-8.4,-47.74,8457.84,7546.03
-65.45,-8.71,-42.56,9436.86,9998.77
-65.45,-8.71,-42.56,9436.86,9998.77
-68.02,-8.4,-45.29,11193.69,12206.92
-68.02,-8.4,-45.29,11193.69,12206.92
-69.78,-8.83,-46.82,12787.21,8112.73
-69.78,-8.83,-46.82,12787.21,8112.73
-67.6,-8.6,-44.72,8377.18,9518.58
-67.6,-8.6,-44.72,8377.18,9518.58
-68.09,-8.43,-45.19,13558.53,14195.95
-68.09,-8.43,-45.19,13558.53,14195.95
-69.49,-8.5,-46.55,13294.42,9726.23
-69.49,-8.5,-46.55,13294.42,9726.23
-67.96,-8.37,-45.29,10512.37,8807.19
-67.96,-8.37,-45.29,10512.37,8807.19
-68.9,-8.52,-46.19,10622.36,10559.26
-68.9,-8.52,-46.19,10622.36,10559.26
-68.3,-8.66,-45.52,11074.26,10292.77
-68.3,-8.66,-45.52,11074.26,10292.77
-67.49,-8.73,-44.67,9803.46,7609.4
-67.49,-8.73,-44.67,9803.46,7609.4
-66.04,-8.96,-43.02,8786.99,8256.74
-66.04,-8.96,-43.02,8786.99,8256.74
-67.1,-9.06,-43.96,12052.24,12091.79
-67.1,-9.06,-43.96,12052.24,12091.79
-65.07,-8.84,-42.18,14939.91,15867.53
-65.07,-8.84,-42.18,14939.91,15867.53
-66.12,-8.91,-43.09,19121.42,8419.53
-66.12,-8.91,-43.09,19121.42,8419.53
-67.76,-8.98,-44.68,17411.37,11993.38
-67.76,-8.98,-44.68,17411.37,11993.38
-70.72,-8.87,-47.7,17896.63,9935.2
-70.72,-8.87,-47.7,17896.63,9935.2
-70.55,-8.83,-47.56,14531.78,12619.12
-70.55,-8.83,-47.56,14531.78,12619.12
-69.7,-8.71,-46.87,14601.62,15607.91
-69.7,-8.71,-46.87,14601.62,15607.91
-69.96,-8.78,-47.04,19088.97,18428.26
-69.96,-8.78,-47.04,19088.97,18428.26
-70.16,-8.8,-47.26,17404.73,14224.84
-70.16,-8.8,-47.26,17404.73,14224.84
-69.39,-9.07,-46.17,16939.05,16177.83
-69.39,-9.07,-46.17,16939.05,16177.83
-70.38,-9.11,-47.23,19313.47,15565.38
-70.38,-9.11,-47.23,19313.47,15565.38
-71.01,-9.0,-47.91,17214.87,15238.95
-71.01,-9.0,-47.91,17214.87,15238.95
-72.2,-9.03,-49.1,16926.15,10002.91
-72.2,-9.03,-49.1,16926.15,10002.91
-68.7,-9.01,-45.65,14648.61,9003.58
-68.7,-9.01,-45.65,14648.61,9003.58
-64.43,-8.91,-41.5,17786.07,17789.5
-64.43,-8.91,-41.5,17786.07,17789.5
-60.79,-9.14,-37.61,23293.35,18619.07
-60.79,-9.14,-37.61,23293.35,18619.07
-63.62,-8.9,-40.64,21142.33,20228.5
-63.62,-8.9,-40.64,21142.33,20228.5
-64.82,-8.93,-41.73,21338.35,22562.11
-64.82,-8.93,-41.73,21338.35,22562.11
-68.6,-9.07,-45.46,21501.49,16588.49
-68.6,-9.07,-45.46,21501.49,16588.49
-66.12,-8.83,-43.21,22560.43,22789.26
-66.12,-8.83,-43.21,22560.43,22789.26
-66.28,-8.97,-43.28,24623.67,21148.37
-66.28,-8.97,-43.28,24623.67,21148.37
-64.85,-9.07,-41.74,24089.86,22200.61
-64.85,-9.07,-41.74,24089.86,22200.61
-67.66,-9.01,-44.6,22368.23,16864.66
-67.66,-9.01,-44.6,22368.23,16864.66
-66.86,-8.94,-43.89,18209.61,19278.74
-66.86,-8.94,-43.89,18209.61,19278.74
-61.03,-8.98,-37.95,20691.06,17155.66
-61.03,-8.98,-37.95,20691.06,17155.66
-61.74,-9.03,-38.64,21555.08,12147.9
-61.74,-9.03,-38.64,21555.08,12147.9
-62.07,-9.02,-38.92,20276.84,14479.08
-62.07,-9.02,-38.92,20276.84,14479.08
-65.84,-8.74,-42.98,21113.13,10156.76
-65.84,-8.74,-42.98,21113.13,10156.76
-66.14,-8.74,-43.17,20080.32,7316.27
-66.14,-8.74,-43.17,20080.32,7316.27
-68.36,-8.96,-45.16,14189.63,6756.38
-68.36,-8.96,-45.16,14189.63,6756.38
-69.35,-8.92,-46.3,13288.62,6762.72
-69.35,-8.92,-46.3,13288.62,6762.72
-69.82,-9.03,-46.71,16298.23,7842.55
-69.82,-9.03,-46.71,16298.23,7842.55
-68.57,-8.97,-45.4,12913.8,7080.7
-68.57,-8.97,-45.4,12913.8,7080.7
-69.89,-8.96,-46.84,14399.15,8627.09
-69.89,-8.96,-46.84,14399.15,8627.09
-69.33,-8.92,-46.37,18553.51,11176.38
-69.33,-8.92,-46.37,18553.51,11176.38
-68.6,-8.6,-45.93,18125.61,8336.87
-68.6,-8.6,-45.93,18125.61,8336.87
-65.09,-9.06,-41.95,20311.34,10317.64
-65.09,-9.06,-41.95,20311.34,10317.64
-67.75,-8.96,-44.65,19762.69,12047.23
-67.75,-8.96,-44.65,19762.69,12047.23
-66.08,-8.87,-43.11,19466.55,8286.6
-66.08,-8.87,-43.11,19466.55,8286.6
-66.0,-8.9,-42.98,19644.08,8357.0
-66.0,-8.9,-42.98,19644.08,8357.0
-68.36,-8.75,-45.38,15702.1,7148.06
-68.36,-8.75,-45.38,15702.1,7148.06
-65.8,-8.19,-43.38,12722.61,6763.31
-65.8,-8.19,-43.38,12722.61,6763.31
-63.1,-9.03,-39.98,14372.42,6918.47
-63.1,-9.03,-39.98,14372.42,6918.47
-63.61,-8.81,-40.68,13579.39,13290.9
-63.61,-8.81,-40.68,13579.39,13290.9
-65.07,-8.76,-42.2,17696.96,14579.39
-65.07,-8.76,-42.2,17696.96,14579.39
-65.32,-8.97,-42.23,15472.91,15974.92
-65.32,-8.97,-42.23,15472.91,15974.92
-65.14,-8.86,-42.13,19656.92,18392.82
-65.14,-8.86,-42.13,19656.92,18392.82
-66.78,-8.52,-44.0,19281.26,14656.13
-66.78,-8.52,-44.0,19281.26,14656.13
-62.6,-8.91,-39.61,15357.02,15265.05
-62.6,-8.91,-39.61,15357.02,15265.05
-63.31,-9.03,-40.21,17673.98,16075.96
-63.31,-9.03,-40.21,17673.98,16075.96
-64.66,-9.13,-41.47,19831.48,16723.71
-64.66,-9.13,-41.47,19831.48,16723.71
-66.67,-8.97,-43.58,16394.31,13828.53
-66.67,-8.97,-43.58,16394.31,13828.53
-65.79,-8.9,-42.81,16850.59,12016.41
-65.79,-8.9,-42.81,16850.59,12016.41
-64.27,-8.77,-41.42,13123.33,13254.57
-64.27,-8.77,-41.42,13123.33,13254.57
-62.64,-8.17,-40.29,14913.78,10616.5
-62.64,-8.17,-40.29,14913.78,10616.5
-64.53,-8.65,-41.68,14115.28,12663.61
-64.53,-8.65,-41.68,14115.28,12663.61
-65.22,-8.62,-42.34,14223.04,13761.74
-65.22,-8.62,-42.34,14223.04,13761.74
-66.09,-8.8,-43.08,17803.83,14379.81
-66.09,-8.8,-43.08,17803.83,14379.81
-70.48,-8.9,-47.41,13476.45,9448.73
-70.48,-8.9,-47.41,13476.45,9448.73
-71.24,-9.13,-47.94,11338.56,10941.84
-71.24,-9.13,-47.94,11338.56,10941.84
-72.19,-9.75,-48.37,9724.75,6924.44
-72.19,-9.75,-48.37,9724.75,6924.44
-70.97,-9.68,-47.2,6537.62,2976.2
-70.97,-9.68,-47.2,6537.62,2976.2
-69.89,-9.28,-46.45,8117.85,3320.19
-69.89,-9.28,-46.45,8117.85,3320.19
-70.15,-9.12,-46.95,5281.85,4416.59
-70.15,-9.12,-46.95,5281.85,4416.59
-69.76,-9.54,-46.03,7066.19,2894.12
-69.76,-9.54,-46.03,7066.19,2894.12
-72.48,-9.73,-48.65,6106.16,2786.34
-72.48,-9.73,-48.65,6106.16,2786.34
-71.57,-10.2,-47.17,5291.89,2798.9
-71.57,-10.2,-47.17,5291.89,2798.9
-73.19,-10.22,-48.71,4642.34,3793.16
-73.19,-10.22,-48.71,4642.34,3793.16
-68.02,-8.77,-45.08,5067.27,5628.45
-68.02,-8.77,-45.08,5067.27,5628.45
-71.41,-11.61,-44.27,6399.29,3850.78
-71.41,-11.61,-44.27,6399.29,3850.78
-64.27,-9.7,-39.55,4853.3,7873.55
-64.27,-9.7,-39.55,4853.3,7873.55
-68.51,-10.66,-43.66,9489.92,6687.22
-68.51,-10.66,-43.66,9489.92,6687.22
-68.99,-12.73,-42.1,5065.38,3030.78
-68.99,-12.73,-42.1,5065.38,3030.78
-66.77,-10.97,-41.24,4128.61,4055.43
-66.77,-10.97,-41.24,4128.61,4055.43
-65.32,-13.02,-37.37,4080.72,2031.05
-65.32,-13.02,-37.37,4080.72,2031.05
-53.88,-9.86,-29.99,3299.79,5145.37
-53.88,-9.86,-29.99,3299.79,5145.37
-54.32,-9.3,-31.01,10014.63,8250.82
-54.32,-9.3,-31.01,10014.63,8250.82
-64.1,-9.47,-40.6,5913.83,6226.28
-64.1,-9.47,-40.6,5913.83,6226.28
-65.0,-8.98,-41.91,10344.59,11352.08
-65.0,-8.98,-41.91,10344.59,11352.08
-69.36,-9.49,-45.48,9941.74,7052.68
-69.36,-9.49,-45.48,9941.74,7052.68
-71.95,-10.86,-46.64,7640.43,3959.1
-71.95,-10.86,-46.64,7640.43,3959.1
-71.71,-9.23,-48.28,6043.98,7029.78
-71.71,-9.23,-48.28,6043.98,7029.78
-73.56,-9.29,-50.04,8330.08,7273.89
-73.56,-9.29,-50.04,8330.08,7273.89
-73.58,-9.11,-50.31,9221.4,7466.34
-73.58,-9.11,-50.31,9221.4,7466.34
-74.01,-9.32,-50.58,8876.11,8274.69
-74.01,-9.32,-50.58,8876.11,8274.69
-71.92,-9.42,-48.42,9398.07,10321.92
-71.92,-9.42,-48.42,9398.07,10321.92
-73.78,-9.61,-50.0,11477.52,7782.16
-73.78,-9.61,-50.0,11477.52,7782.16
-74.6,-9.44,-50.86,9004.64,7581.58
-74.6,-9.44,-50.86,9004.64,7581.58
-75.14,-9.22,-51.45,6977.92,5898.05
-75.14,-9.22,-51.45,6977.92,5898.05
-72.76,-9.12,-49.51,8075.05,8678.87
-72.76,-9.12,-49.51,8075.05,8678.87
-72.39,-9.19,-48.96,10444.4,9309.34
-72.39,-9.19,-48.96,10444.4,9309.34
-71.55,-9.05,-48.25,10335.64,10134.18
-71.55,-9.05,-48.25,10335.64,10134.18
-70.68,-8.97,-47.62,15213.54,14156.09
-70.68,-8.97,-47.62,15213.54,14156.09
-70.33,-9.18,-46.99,16852.23,14058.33
-70.33,-9.18,-46.99,16852.23,14058.33
-72.16,-9.21,-48.82,15040.22,11897.62
-72.16,-9.21,-48.82,15040.22,11897.62
-72.51,-8.95,-49.42,11755.27,9590.87
-72.51,-8.95,-49.42,11755.27,9590.87
-70.85,-9.03,-47.74,12259.26,11712.07
-70.85,-9.03,-47.74,12259.26,11712.07
-72.73,-9.01,-49.6,12789.54,8926.98
-72.73,-9.01,-49.6,12789.54,8926.98
-72.58,-8.77,-49.54,9232.63,7990.66
-72.58,-8.77,-49.54,9232.63,7990.66
-72.31,-9.37,-48.82,10327.16,9431.48
-72.31,-9.37,-48.82,10327.16,9431.48
-72.15,-9.15,-48.79,11115.74,9150.19
-72.15,-9.15,-48.79,11115.74,9150.19
-71.94,-9.14,-48.65,12041.08,11601.17
-71.94,-9.14,-48.65,12041.08,11601.17
-72.76,-8.93,-49.63,11866.48,7271.87
-72.76,-8.93,-49.63,11866.48,7271.87
-72.61,-8.71,-49.62,12958.12,11604.98
-72.61,-8.71,-49.62,12958.12,11604.98
-70.16,-8.83,-47.11,13872.18,12614.3
-70.16,-8.83,-47.11,13872.18,12614.3
-70.68,-8.97,-47.4,14177.03,12632.62
-70.68,-8.97,-47.4,14177.03,12632.62
-70.94,-8.74,-47.92,14404.07,13564.74
-70.94,-8.74,-47.92,14404.07,13564.74
-70.75,-8.68,-47.86,15052.23,11402.56
-70.75,-8.68,-47.86,15052.23,11402.56
-70.75,-8.91,-47.63,12863.02,11547.11
-70.75,-8.91,-47.63,12863.02,11547.11
-72.2,-8.84,-49.21,13514.36,12468.29
-72.2,-8.84,-49.21,13514.36,12468.29
-72.24,-8.98,-49.1,13756.21,13784.25
-72.24,-8.98,-49.1,13756.21,13784.25
-71.63,-8.88,-48.53,17752.61,14956.72
-71.63,-8.88,-48.53,17752.61,14956.72
-71.03,-8.94,-47.96,15553.86,13513.53
-71.03,-8.94,-47.96,15553.86,13513.53
-70.23,-8.94,-47.15,16041.85,13640.74
-70.23,-8.94,-47.15,16041.85,13640.74
-72.74,-8.97,-49.62,15866.11,14620.96
-72.74,-8.97,-49.62,15866.11,14620.96
-73.41,-8.63,-50.37,16182.9,13557.45
-73.41,-8.63,-50.37,16182.9,13557.45
-73.67,-9.02,-50.45,14695.89,13267.0
-73.67,-9.02,-50.45,14695.89,13267.0
-75.43,-8.8,-52.39,14213.6,11646.32
-75.43,-8.8,-52.39,14213.6,11646.32
-74.79,-8.6,-52.0,14934.09,12216.71
-74.79,-8.6,-52.0,14934.09,12216.71
-73.11,-8.83,-50.05,14220.57,13224.4
-73.11,-8.83,-50.05,14220.57,13224.4
-72.72,-8.78,-49.76,16242.68,14531.13
-72.72,-8.78,-49.76,16242.68,14531.13
-73.08,-8.94,-49.93,16467.99,12963.21
-73.08,-8.94,-49.93,16467.99,12963.21
-73.86,-8.82,-50.7,14749.19,13757.19
-73.86,-8.82,-50.7,14749.19,13757.19
-72.44,-8.89,-49.32,17618.75,15333.8
-72.44,-8.89,-49.32,17618.75,15333.8
-73.74,-8.71,-50.79,15650.31,13343.05
-73.74,-8.71,-50.79,15650.31,13343.05
-73.33,-8.91,-50.15,16823.71,16950.01
-73.33,-8.91,-50.15,16823.71,16950.01
-73.83,-8.93,-50.73,20038.72,16099.05
-73.83,-8.93,-50.73,20038.72,16099.05
-71.65,-9.06,-48.51,18618.32,16884.1
-71.65,-9.06,-48.51,18618.32,16884.1
-70.26,-9.28,-46.9,22701.37,20184.09
-70.26,-9.28,-46.9,22701.37,20184.09
-70.79,-9.12,-47.57,23219.14,14864.01
-70.79,-9.12,-47.57,23219.14,14864.01
-69.9,-9.08,-46.68,23832.36,22152.56
-69.9,-9.08,-46.68,23832.36,22152.56
-70.93,-9.12,-47.66,25189.1,19963.14
-70.93,-9.12,-47.66,25189.1,19963.14
-70.35,-9.19,-47.07,21287.08,22171.31
-70.35,-9.19,-47.07,21287.08,22171.31
-70.17,-9.06,-46.95,26421.59,24071.17
-70.17,-9.06,-46.95,26421.59,24071.17
-69.83,-9.07,-46.66,26925.97,24837.2
-69.83,-9.07,-46.66,26925.97,24837.2
-71.12,-9.02,-47.91,26778.94,24595.92
-71.12,-9.02,-47.91,26778.94,24595.92
-69.69,-8.94,-46.56,24985.92,18813.7
-69.69,-8.94,-46.56,24985.92,18813.7
-69.45,-8.79,-46.44,21554.72,20035.19
-69.45,-8.79,-46.44,21554.72,20035.19
-69.73,-8.78,-46.67,20279.58,17726.01
-69.73,-8.78,-46.67,20279.58,17726.01
-71.0,-8.95,-47.89,20333.38,18311.92
-71.0,-8.95,-47.89,20333.38,18311.92
-71.79,-8.84,-48.72,18709.98,15256.48
-71.79,-8.84,-48.72,18709.98,15256.48
-70.42,-8.6,-47.19,17780.12,14205.24
-70.42,-8.6,-47.19,17780.12,14205.24
-69.82,-8.93,-46.73,13951.94,12151.1
-69.82,-8.93,-46.73,13951.94,12151.1
-71.68,-8.93,-48.69,13664.9,12076.23
-71.68,-8.93,-48.69,13664.9,12076.23
-70.5,-9.07,-47.22,14204.6,11097.3
-70.5,-9.07,-47.22,14204.6,11097.3
-70.17,-9.01,-47.01,13936.83,12293.89
-70.17,-9.01,-47.01,13936.83,12293.89
-72.62,-9.0,-49.51,14604.55,12296.94
-72.62,-9.0,-49.51,14604.55,12296.94
-70.13,-8.93,-47.11,16501.59,15671.89
-70.13,-8.93,-47.11,16501.59,15671.89
-70.74,-9.17,-47.52,19470.45,14886.26
-70.74,-9.17,-47.52,19470.45,14886.26
-71.94,-9.14,-48.73,16862.29,12819.24
-71.94,-9.14,-48.73,16862.29,12819.24
-70.58,-9.05,-47.28,14663.48,13909.85
-70.58,-9.05,-47.28,14663.48,13909.85
-71.27,-9.04,-48.1,15955.09,13828.68
-71.27,-9.04,-48.1,15955.09,13828.68
-71.53,-9.15,-48.25,14136.17,9962.87
-71.53,-9.15,-48.25,14136.17,9962.87
-70.25,-9.16,-47.0,14708.09,14897.36
-70.25,-9.16,-47.0,14708.09,14897.36
-68.74,-9.0,-45.61,20676.71,17572.82
-68.74,-9.0,-45.61,20676.71,17572.82
-68.91,-8.98,-45.83,17773.41,12169.9
-68.91,-8.98,-45.83,17773.41,12169.9
-68.46,-8.88,-45.47,12729.53,10630.83
-68.46,-8.88,-45.47,12729.53,10630.83
-68.44,-8.47,-45.75,12109.85,10238.25
-68.44,-8.47,-45.75,12109.85,10238.25
-70.04,-9.05,-46.88,15837.11,12776.95
-70.04,-9.05,-46.88,15837.11,12776.95
-69.79,-8.16,-47.25,14346.76,12270.34
-69.79,-8.16,-47.25,14346.76,12270.34
-71.69,-8.98,-48.61,13170.76,12047.78
-71.69,-8.98,-48.61,13170.76,12047.78
-77.49,-9.02,-54.33,12175.47,8380.61
-77.49,-9.02,-54.33,12175.47,8380.61
-80.19,-7.96,-58.09,11033.85,8910.26
-80.19,-7.96,-58.09,11033.85,8910.26
-83.46,-8.54,-60.65,7548.97,6158.97
-83.46,-8.54,-60.65,7548.97,6158.97
-83.99,-8.99,-60.84,7412.06,6629.41
-83.99,-8.99,-60.84,7412.06,6629.41
-80.88,-8.64,-58.1,7179.04,6818.28
-80.88,-8.64,-58.1,7179.04,6818.28
-81.54,-8.78,-58.69,9235.82,8414.74
-81.54,-8.78,-58.69,9235.82,8414.74
-84.82,-8.98,-61.8,7200.09,4896.93
-84.82,-8.98,-61.8,7200.09,4896.93
-85.86,-9.55,-62.19,6506.21,4357.71
-85.86,-9.55,-62.19,6506.21,4357.71
-85.5,-9.93,-61.36,3182.7,2208.62
-85.5,-9.93,-61.36,3182.7,2208.62
-87.98,-10.77,-63.09,2048.88,1222.34
-87.98,-10.77,-63.09,2048.88,1222.34
-84.1,-9.64,-60.45,4490.81,3407.63
-84.1,-9.64,-60.45,4490.81,3407.63
-84.38,-8.55,-61.82,6436.94,5784.7
-84.38,-8.55,-61.82,6436.94,5784.7
-85.67,-8.7,-62.96,7228.56,6132.38
-85.67,-8.7,-62.96,7228.56,6132.38
-84.61,-8.41,-62.13,8052.21,7301.96
-84.61,-8.41,-62.13,8052.21,7301.96
-83.95,-9.15,-60.78,7632.05,6610.97
-83.95,-9.15,-60.78,7632.05,6610.97
-84.02,-9.04,-60.93,8376.61,7686.17
-84.02,-9.04,-60.93,8376.61,7686.17
-84.0,-9.03,-60.88,7996.74,7231.98
-84.0,-9.03,-60.88,7996.74,7231.98
-85.9,-8.73,-63.08,8027.54,6983.53
-85.9,-8.73,-63.08,8027.54,6983.53
-87.95,-9.86,-63.93,7869.54,7245.15
-87.95,-9.86,-63.93,7869.54,7245.15
-85.16,-9.26,-61.84,6964.47,6339.31
-85.16,-9.26,-61.84,6964.47,6339.31
-83.71,-8.97,-60.72,5879.05,5336.54
-83.71,-8.97,-60.72,5879.05,5336.54
-85.97,-8.72,-63.19,5562.51,4810.72
-85.97,-8.72,-63.19,5562.51,4810.72
-83.7,-9.23,-60.35,6572.21,5725.74
-83.7,-9.23,-60.35,6572.21,5725.74
-82.14,-8.52,-59.44,8541.12,7341.05
-82.14,-8.52,-59.44,8541.12,7341.05
-80.33,-8.84,-57.41,8631.88,8032.27
-80.33,-8.84,-57.41,8631.88,8032.27
-85.08,-9.59,-61.26,5766.88,5420.83
-85.08,-9.59,-61.26,5766.88,5420.83
-84.95,-9.3,-61.53,4532.56,4174.28
-84.95,-9.3,-61.53,4532.56,4174.28
-88.25,-10.34,-63.81,2671.32,2420.31
-88.25,-10.34,-63.81,2671.32,2420.31
-86.44,-9.74,-62.67,2514.33,2103.41
-86.44,-9.74,-62.67,2514.33,2103.41
-86.58,-9.47,-63.01,3561.7,3058.25
-86.58,-9.47,-63.01,3561.7,3058.25
-87.83,-9.99,-63.76,3288.15,2866.75
-87.83,-9.99,-63.76,3288.15,2866.75
-86.11,-9.79,-62.03,3987.73,3116.97
-86.11,-9.79,-62.03,3987.73,3116.97
-84.06,-10.35,-59.46,4174.33,3923.79
-84.06,-10.35,-59.46,4174.33,3923.79
-83.81,-9.98,-59.39,5426.61,4350.8
-83.81,-9.98,-59.39,5426.61,4350.8
-82.67,-9.66,-58.29,5853.91,5389.99
-82.67,-9.66,-58.29,5853.91,5389.99
-82.17,-9.78,-57.96,6006.14,5247.43
-82.17,-9.78,-57.96,6006.14,5247.43
-82.82,-9.38,-59.18,6365.92,5834.04
-82.82,-9.38,-59.18,6365.92,5834.04
-82.59,-9.56,-58.8,5981.57,5386.39
-82.59,-9.56,-58.8,5981.57,5386.39
-82.31,-9.54,-58.61,6257.79,5413.79
-82.31,-9.54,-58.61,6257.79,5413.79
-81.72,-9.21,-58.51,6425.45,5722.03
-81.72,-9.21,-58.51,6425.45,5722.03
-83.67,-8.47,-61.19,6272.29,5595.43
-83.67,-8.47,-61.19,6272.29,5595.43
-82.39,-8.52,-59.86,7304.59,6895.75
-82.39,-8.52,-59.86,7304.59,6895.75
-83.38,-7.82,-61.54,6166.83,5584.79
-83.38,-7.82,-61.54,6166.83,5584.79
-82.74,-8.77,-59.86,6544.62,5175.31
-82.74,-8.77,-59.86,6544.62,5175.31
-81.73,-8.84,-58.64,6880.15,6326.11
-81.73,-8.84,-58.64,6880.15,6326.11
-82.87,-9.02,-59.59,6442.74,5850.93
-82.87,-9.02,-59.59,6442.74,5850.93
-83.44,-8.68,-60.49,5645.74,5304.81
-83.44,-8.68,-60.49,5645.74,5304.81
-81.47,-9.68,-57.75,6173.25,5347.92
-81.47,-9.68,-57.75,6173.25,5347.92
-82.53,-9.23,-59.17,5995.81,5043.27
-82.53,-9.23,-59.17,5995.81,5043.27
-83.92,-10.03,-59.68,5271.62,4886.59
-83.92,-10.03,-59.68,5271.62,4886.59
-82.04,-8.71,-59.25,6793.14,5817.37
-82.04,-8.71,-59.25,6793.14,5817.37
-81.92,-9.74,-58.11,7578.03,6792.4
-81.92,-9.74,-58.11,7578.03,6792.4
-80.32,-8.33,-57.84,7749.98,6606.91
-80.32,-8.33,-57.84,7749.98,6606.91
-80.1,-8.76,-57.25,9938.85,8882.25
-80.1,-8.76,-57.25,9938.85,8882.25
-81.23,-9.05,-58.16,8860.42,8136.02
-81.23,-9.05,-58.16,8860.42,8136.02
-81.31,-8.43,-58.88,7394.06,6482.64
-81.31,-8.43,-58.88,7394.06,6482.64
-81.91,-8.56,-59.33,8176.81,7169.25
-81.91,-8.56,-59.33,8176.81,7169.25
-82.27,-8.36,-59.9,8077.32,7252.12
-82.27,-8.36,-59.9,8077.32,7252.12
-82.1,-8.31,-59.79,7651.6,6758.74
-82.1,-8.31,-59.79,7651.6,6758.74
-81.45,-8.43,-58.92,9523.55,8642.07
-81.45,-8.43,-58.92,9523.55,8642.07
-81.43,-8.04,-59.25,9102.89,8010.44
-81.43,-8.04,-59.25,9102.89,8010.44
-80.98,-7.83,-59.12,8951.19,7856.71
-80.98,-7.83,-59.12,8951.19,7856.71
-81.16,-8.16,-58.91,8971.02,8420.04
-81.16,-8.16,-58.91,8971.02,8420.04
-83.97,-7.92,-61.63,8778.68,7909.43
-83.97,-7.92,-61.63,8778.68,7909.43
-83.27,-8.13,-59.99,7743.42,6846.13
-83.27,-8.13,-59.99,7743.42,6846.13
-83.05,-8.46,-60.05,8304.45,7421.23
-83.05,-8.46,-60.05,8304.45,7421.23
-81.45,-8.62,-58.57,11370.1,10062.39
-81.45,-8.62,-58.57,11370.1,10062.39
-81.22,-8.53,-58.46,9191.92,9027.32
-81.22,-8.53,-58.46,9191.92,9027.32
-80.67,-8.52,-57.88,8607.29,7276.65
-80.67,-8.52,-57.88,8607.29,7276.65
-80.26,-8.41,-57.81,10531.07,9223.38
-80.26,-8.41,-57.81,10531.07,9223.38
-79.99,-8.97,-56.98,10348.79,9805.73
-79.99,-8.97,-56.98,10348.79,9805.73
-81.19,-8.9,-57.55,10485.07,8630.51
-80.58,-8.72,-57.74,8753.65,8410.02
-80.97,-8.49,-58.4,9592.4,8189.66
-81.13,-8.52,-58.43,8671.17,7699.26
-80.14,-8.29,-57.81,8231.68,8504.59
-79.46,-8.94,-56.48,10337.08,9416.46
-80.53,-8.94,-57.55,10431.07,8561.4
-80.43,-7.86,-58.55,9600.19,8822.55
-80.03,-7.75,-58.28,10115.91,9050.99
-79.51,-8.69,-56.81,9733.84,8142.75
-78.55,-8.54,-56.0,8728.79,8893.51
-79.8,-8.68,-57.1,10382.53,8580.94
-79.4,-8.81,-56.57,8954.71,9130.69
-79.43,-9.13,-56.3,10443.61,9090.8
-78.98,-9.01,-55.96,9963.02,9739.02
-79.1,-9.1,-55.98,11144.53,10666.16
-79.56,-9.04,-56.51,11217.99,8606.39
-78.96,-8.71,-56.22,9221.22,8088.91
-79.3,-8.82,-56.46,9233.2,8951.29
-78.6,-9.13,-55.45,10387.58,9354.1
-79.12,-9.13,-55.99,10089.38,9444.73
-79.04,-9.13,-55.89,10234.33,9638.87
-78.92,-9.0,-55.91,10630.45,9683.15
-79.01,-9.26,-55.71,10484.03,8893.58
-78.79,-8.76,-56.01,10284.89,8878.72
-78.45,-8.77,-55.68,10020.16,9610.86
-78.39,-9.11,-55.27,10706.29,10216.46
-78.42,-8.88,-55.52,10780.67,8437.94
-78.71,-9.02,-55.68,9569.53,9893.54
-78.94,-9.12,-55.81,10544.25,9746.63
-79.27,-9.26,-56.01,10702.93,9806.31
-79.18,-9.15,-56.02,10376.28,9022.68
-79.26,-9.13,-56.12,9715.5,9169.76
-79.15,-8.83,-56.32,10144.51,9398.41
-79.18,-8.71,-56.46,9985.35,8860.37
-78.69,-9.02,-55.67,10083.5,9056.61
-79.14,-8.99,-56.15,9890.9,9645.81
-78.76,-8.83,-55.93,11009.39,9871.78
-79.25,-8.8,-56.45,10310.01,9595.78
-78.98,-8.84,-56.11,10578.45,9361.24
-79.28,-9.1,-56.17,10233.98,8721.84
-79.5,-8.82,-56.66,9381.66,8997.0
-79.33,-8.59,-56.73,9762.8,8693.71
-79.48,-7.92,-57.54,9996.01,10026.92
-78.56,-7.64,-56.92,10475.23,8092.41
-77.9,-8.3,-55.56,8933.52,8657.37
-79.63,-8.79,-56.8,9767.47,9048.16
-79.08,-8.44,-56.59,9648.96,8538.59
-78.48,-8.87,-55.54,9802.92,9004.53
-78.18,-8.74,-55.41,9743.39,8000.05
-78.09,-8.22,-55.82,8449.09,7801.25
-77.95,-8.84,-55.0,9188.74,8369.36
-77.73,-8.58,-54.93,10311.16,10184.56
-77.85,-9.07,-54.65,11308.56,9671.67
-79.43,-9.23,-56.1,10363.33,8796.05
-80.08,-8.89,-57.04,9858.37,8442.22
-78.27,-8.93,-55.24,9323.33,9068.98
-78.45,-9.01,-55.28,10241.34,8605.4
